AssetID,BuildingID,BuildingYear,assetFloor
30057116,52522886,1960,5
30057119,52522886,1960,5
30057120,52522886,1960,5
30057131,53183673,1960,1
30057132,53183673,1960,1
30057134,53183673,1960,1
30057137,53183673,1960,2
30057147,53183673,1960,2
30057157,53183673,1960,3
30057165,53183673,1960,4
30057167,53183673,1960,4
30057169,53183673,1960,4
30057180,51664346,2019,1
30057185,51664346,1970,2
30057192,51664346,1950,3
30057198,51664346,1970,3
30057199,51664346,1960,3
30057202,51664346,2019,4
30057203,51664346,1960,4
30057211,51663237,1960,1
30057214,51663237,1960,1
30057220,51663237,1960,1
30057222,51663237,1960,2
30057226,51663237,1960,2
30057228,51663237,1960,2
30057231,51663237,1960,2
30057234,51663237,1960,3
30057235,51663237,1960,3
30057237,51663237,1960,3
30057239,51663237,1960,3
30057240,51663237,1960,3
30057244,51663237,1960,3
30057248,51663237,1960,4
30057252,51663237,1960,4
30057255,51663237,1960,4
30057261,53033432,1970,2
30057262,53033432,1970,3
30057263,53033432,1970,3
30057266,53033432,1970,1
30057274,53033432,1970,1
30057277,53033432,1970,2
30057357,53365835,1920,0
30057366,52669968,1992,0
30057369,52669968,1992,1
30057380,52717514,1920,0
30057381,52717514,1920,0
30057382,52717514,1920,0
30057383,52717514,1920,1
30057389,52713926,1940,1
30057390,52713926,1940,2
30057395,52404514,1992,0
30057398,52404514,1992,2
30057401,53118105,1970,1
30057405,53118105,1970,2
30057416,53373292,1947,1
30057424,52717552,1980,2
30057426,52717552,1980,2
30057427,52717552,1980,3
30057432,52973930,1983,0
30057433,52973930,1983,0
30057442,52694147,1930,1
30057451,52723067,1970,1
30057460,53386285,1985,2
30057465,52723644,1990,0
30057476,52757232,1980,3
30057528,52511133,1920,0
30057529,52511133,1920,1
30057531,52511133,1920,0
30057532,52511133,1920,1
30057548,52765352,1910,1
30057553,53379085,1970,
30057555,53183240,1930,-1
30057556,53183240,1930,1
30057557,53183240,1930,1
30057558,53183240,1930,1
30057563,52713627,1920,1
30057570,52729043,1970,0
30057571,52729043,1970,1
30057577,52404512,1938,2
30057579,52584666,1948,0
30057580,52584666,1948,0
30057590,53375685,1950,3
30057599,53415672,1925,0
30057604,53415672,1925,2
30057610,52415411,1930,1
30057614,52415411,1930,3
30057615,52415411,1930,3
30057624,52964334,1970,2
30057625,52964334,1970,2
30057626,52964334,1970,2
30057629,52964334,1970,3
30057639,52556787,1970,0
30057646,52584133,1940,2
30057650,53001938,1978,1
30057657,52582980,1980,1
30057676,52729600,1987,2
30057677,52729600,1987,2
30057691,52553156,1990,2
30057711,52417117,1970,1
30057713,53033432,1970,1
30057714,53033432,1970,2
30057716,53033432,1970,3
30057717,53033432,1970,3
30057728,53033432,1970,3
30057750,52590866,1940,1
30057996,53374507,1971,2
30058008,52656985,1970,1
30058009,52656985,1970,1
30058011,52656985,1970,2
30058013,52656985,1970,2
30058014,52656985,1970,3
30058020,52683304,1950,1
30058022,52683304,1950,2
30058033,52986868,1980,3
30058056,52404775,2004,2
30058091,52776573,1970,2
30058103,53132874,1930,1
30058110,52658792,1920,1
30058116,52714842,1940,0
30058123,52662440,1935,2
30058145,52666490,1970,0
30058150,52701217,1940,0
30058153,52701217,1940,1
30058157,53364908,1980,0
30058158,53364908,1980,0
30058161,53364908,1980,1
30058166,52684345,1970,-1
30058169,52684345,1970,1
30058171,52684345,1970,2
30058173,52684345,1970,3
30058519,52701218,1920,1
30058520,52701218,1960,1
30058526,52701218,1960,3
30058566,52410168,1970,1
30058572,52410168,1970,3
30058573,52410168,1970,3
30058574,52410168,1970,3
30058575,52410168,1970,3
30058584,53438253,1950,0
30058618,53370383,1920,1
30058619,53370383,1920,2
30058629,53370383,1920,2
30058681,53372164,1930,1
30058690,52679729,1930,4
30058714,53368601,2004,0
30058716,52722131,1990,0
30058750,52722597,1970,3
30058753,52722597,1970,6
30058759,52682290,1982,1
30058763,52682290,1970,4
30058769,52985130,1950,0
30058781,52985130,1950,2
30059634,52587132,1955,1
30059641,52971861,1920,1
30059643,52971861,1920,
30059649,52398342,1970,1
30059657,52527460,1930,1
30059663,52417394,1920,0
30059666,52441133,1973,1
30059670,52548927,1930,0
30059671,52548927,1930,1
30059682,52395555,1950,-1
30059685,52395555,1950,-1
30059689,52395555,1950,1
30059691,52395555,1950,2
30059703,52562366,1928,1
30059706,52562366,1928,0
30059716,52397489,2008,2
30059717,52397489,2009,3
30059718,52397489,2009,
30059724,52397462,1950,2
30059758,52417395,1960,1
30059763,52417395,1960,2
30059768,53314404,1950,1
30059771,53314404,1950,2
30059773,53417241,1966,
30059776,52398874,1960,1
30059781,52398874,1960,3
30059789,52398887,1920,1
30059802,52516264,1960,0
30059804,52516264,1960,1
30059816,52514908,1960,0
30059824,52514908,1960,2
30059826,52514908,1960,3
30059838,52412665,1970,1
30059849,52556158,1950,0
30059851,52556158,1950,1
30059852,52556158,1950,1
30059853,52556158,1950,2
30059854,52556158,1950,2
30059860,52509771,1950,
30059872,52562113,1950,0
30059874,52562113,1950,0
30059875,52562113,1950,0
30059877,52562113,1950,0
30059878,52562113,1950,1
30059880,52562113,1950,1
30059883,52562113,1950,1
30059887,52562113,1950,2
30059888,52562113,1950,2
30059889,52562113,1950,2
30059896,53158323,1950,0
30059897,53158323,1950,-1
30059899,53158323,1950,-1
30059900,53158323,1950,0
30059902,53158323,1950,1
30059903,53158323,1950,1
30059906,53158323,1950,3
30059918,52531132,1910,0
30059921,52585795,1999,0
30059928,52557350,1912,-1
30059929,52557350,1912,-1
30059937,53445459,1950,0
30059938,53445459,1950,0
30059940,53445459,1950,1
30059941,53445459,1950,1
30059942,53445459,1950,1
30059945,53445459,1950,2
30059955,52522207,2007,2
30059965,52977734,1960,2
30059966,52977734,1960,2
30059967,52977734,1960,3
30059978,53317588,1970,0
30059980,53317588,1970,1
30059981,53317588,1970,0
30059990,52564125,1960,1
30060001,52564330,1938,1
30060004,52564330,1938,2
30060008,52566218,2008,3
30060009,53337493,1900,1
30060024,52537001,1960,1
30060035,52526507,1960,2
30060036,52526507,1960,2
30060041,52508455,1920,0
30060043,52508455,1920,1
30060045,52508455,1920,2
30060048,53340594,1950,-1
30060051,53340594,1950,0
30060052,53340594,1950,1
30060059,53341051,1910,2
30060062,52568501,1998,0
30060063,52568501,1998,1
30060066,52568501,1998,4
30060071,53342438,1980,3
30060076,52556889,1950,-1
30060080,52556889,1950,-1
30060087,52556889,1950,0
30060088,52556889,1950,0
30060089,52556889,1950,0
30060092,52556889,1950,0
30060100,52556889,1950,1
30060102,52556889,1950,1
30060104,52556889,1950,1
30060106,52556889,1950,1
30060115,52556889,1950,2
30060125,52570346,1950,2
30060146,52603269,1960,2
30060151,53017652,1940,2
30060166,52412076,1997,0
30060172,52412076,1997,3
30060179,53335945,1920,0
30060189,53335945,1920,3
30060192,52542787,1950,0
30060194,52542787,1950,0
30060203,52542787,1950,3
30060204,52542787,1950,3
30060206,53453910,1960,0
30060208,53453910,1960,0
30060211,53453910,1960,1
30060212,53453910,1960,2
30060214,53453910,1960,2
30060215,53453910,1960,2
30060217,53453910,1960,3
30060241,53429619,1950,0
30060246,53429619,1950,1
30060258,52713117,2018,6
30060259,52713117,1950,0
30060269,52761086,1950,1
30060271,52761086,1950,1
30060273,52761086,1950,2
30060274,52761086,1950,2
30060284,52562751,1948,0
30060334,52516638,1960,0
30060337,52516638,1960,1
30060341,52516638,1960,2
30060345,52555912,1960,0
30060346,52555912,1960,0
30060347,52555912,1960,0
30060351,52555912,1960,2
30060353,52555912,1960,2
30060357,53346231,1950,0
30060358,53346231,1950,1
30060361,53346231,1950,3
30060366,52401190,1950,1
30060367,52401190,1950,2
30060369,52401190,1950,
30060371,52401190,1950,-1
30060372,52401190,1950,0
30060373,52401190,1950,0
30060376,52401190,1950,2
30060379,52551899,1940,1
30060383,52569481,1950,0
30060385,52569481,1950,1
30060387,52569481,1950,2
30060388,52569481,1950,2
30060405,53175039,1970,0
30060406,53175039,1970,0
30060409,52511824,1960,0
30060410,52511824,1960,
30060411,52511824,1960,0
30060414,52511824,1960,1
30060416,52511824,1960,2
30060417,52557636,1960,1
30060423,52517601,1980,2
30060424,52517601,1980,3
30060439,52557636,1960,0
30060440,52557636,1960,1
30060441,52557636,1960,1
30060442,52557636,1960,2
30060443,52557636,1960,2
30060446,53052639,1950,0
30060461,52416875,1950,2
30060470,52416875,1950,3
30060471,52416875,1950,3
30060482,52551090,1960,2
30060483,52551090,1960,3
30060489,52539052,1950,2
30060494,52539052,1950,0
30060495,52539052,1950,1
30060500,52557887,1940,1
30060502,52557887,1940,3
30060504,52557887,1940,4
30060506,52557887,1940,1
30060511,52557887,1940,5
30060518,53344428,1930,2
30060520,53344428,1930,3
30060526,52565051,1960,0
30060533,52400905,1960,0
30060545,52516302,1960,3
30060557,52551040,1960,0
30060558,52551040,1960,0
30060561,52551040,1960,2
30060571,53334467,1970,0
30060573,53334467,1970,1
30060576,53334467,1970,2
30060581,52990349,1910,1
30060582,52990349,1910,2
30060583,52990349,1910,3
30060588,52456716,1950,0
30060591,52456716,1950,2
30060593,52456716,1950,3
30060596,52456716,1950,1
30060597,52456716,1950,2
30060599,52456716,1950,2
30060606,52516766,2000,4
30060608,52560353,1920,0
30060610,52560353,1920,2
30060613,52593720,1950,0
30060614,52593720,1950,0
30060617,52593720,1950,2
30060622,52593720,1950,2
30060634,52564824,1950,0
30060635,52564824,1950,1
30060642,52525665,1950,0
30060645,52525665,1950,0
30060646,52525665,1950,1
30060650,52525665,1950,2
30060657,52564226,1960,0
30060662,52564226,1960,2
30060663,52564226,1960,3
30060664,52564226,1960,3
30060667,52585965,1930,1
30060672,52585965,1930,3
30060673,52585965,1930,4
30060675,53336748,1970,0
30060683,53336748,1970,3
30060688,53107541,1960,-1
30060689,53107541,1960,1
30060690,53107541,1960,2
30060691,53107541,1960,3
30060697,53107541,1960,2
30060698,53107541,1960,3
30060710,53017262,1950,0
30060715,53017262,1950,2
30060716,53017262,1950,2
30060720,52556375,1960,0
30060721,52556375,1960,0
30060723,52556375,1960,1
30060726,52556375,1960,3
30060727,52556375,1960,3
30060729,53348561,1960,0
30060730,53348561,1960,0
30060731,53348561,1960,1
30060732,53348561,1960,2
30060751,52518513,1950,0
30060753,52518513,1950,1
30060755,52518513,1950,1
30060756,52518513,1950,2
30060771,53343661,1936,2
30060781,52529924,1993,0
30060787,52529924,1993,3
30060789,52529924,1993,1
30060791,52529924,1993,2
30060792,52529924,1993,2
30060795,52529924,1993,4
30060798,52529924,1993,1
30060799,52529924,1993,2
30060801,52529924,1993,3
30060802,52529924,1993,3
30060803,52529924,1993,4
30060804,52529924,1993,5
30060809,52529924,1993,3
30060811,52529924,1993,4
30060812,52529924,1993,4
30060814,52522556,1941,0
30060816,52522556,1941,1
30060817,52522556,1941,1
30060832,52688908,1960,0
30060835,52688908,1960,1
30060836,52688908,1960,1
30060848,52798683,1960,0
30060851,52798683,1960,0
30060854,52798683,1960,2
30060859,52715376,1950,0
30060864,52715376,1950,1
30060866,52715376,1950,2
30060867,52715376,1950,2
30060870,52715376,1950,3
30060880,52722713,1950,0
30060895,52676818,1960,
30060903,52676818,1960,2
30060906,52676818,1960,3
30060907,52676818,1960,3
30060908,52676818,1960,3
30060910,52676818,1960,4
30060915,52655047,1968,0
30060930,53171820,1950,1
30060940,52716298,1950,2
30060960,52657411,1970,1
30060972,52723664,1964,2
30060976,52717531,1950,1
30060981,52717531,1950,4
30060985,52683366,1960,0
30060987,52683366,1960,2
30060988,52683366,1960,2
30060989,52683366,1960,3
30060994,52655062,2010,0
30060996,52655062,2008,1
30060998,52655062,1933,1
30061011,52719881,1950,0
30061016,52719881,1950,2
30061018,52719881,1950,2
30061024,53373524,1950,0
30061034,52961958,1960,2
30061035,52961958,1960,2
30061039,52961468,1960,1
30061051,53366083,1950,0
30061056,53366083,1950,1
30061059,53366083,1950,1
30061060,53366083,1950,1
30061061,53366083,1950,1
30061062,53366083,1950,1
30061065,53366083,1950,2
30061067,53366083,1950,2
30061068,53366083,1950,2
30061077,52716138,1970,1
30061081,52716138,1970,3
30061085,52660260,1930,0
30061086,52660260,2010,0
30061087,52660260,1930,1
30061088,52660260,1930,1
30061095,52764873,1960,2
30061096,52764873,1960,3
30061100,52645635,1950,
30061101,52645635,1950,1
30061103,52645635,1950,1
30061105,52645635,1950,2
30061112,52645635,1950,3
30061135,52656048,1948,3
30061138,53365200,1950,0
30061139,53365200,1950,1
30061140,53365200,1950,1
30061148,52682311,1960,1
30061149,52682311,1960,1
30061150,52682311,1960,2
30061161,52719880,1960,-1
30061171,52408892,1926,2
30061174,52697529,1960,
30061176,52697529,1960,0
30061180,52697529,1960,1
30061181,52697529,1960,1
30061184,52697529,1960,2
30061200,52654665,1960,
30061203,52701677,1950,-1
30061219,53380766,1940,1
30061220,53380766,1940,1
30061221,53380766,1940,2
30061237,52961575,1980,2
30061244,52681366,1960,0
30061253,52733411,1960,-1
30061257,52733411,1960,0
30061261,52684955,1940,0
30061266,52684955,1940,1
30061274,52723312,1950,1
30061277,52723312,1950,2
30061282,52708120,1950,2
30061283,52723310,1950,1
30061304,52689827,1960,1
30061305,52689827,1960,1
30061306,52689827,1960,1
30061309,52689827,1960,1
30061310,52689827,1960,2
30061311,52689827,1960,2
30061312,52689827,1960,2
30061315,52689827,1960,2
30061317,52689827,1960,2
30061355,52684793,1955,0
30061362,52684793,1955,2
30061363,52684793,1955,2
30061366,53366007,1950,-1
30061368,53366007,1950,0
30061370,53366007,1950,0
30061372,53366007,1950,0
30061377,53366007,1950,1
30061378,53366007,1950,1
30061380,53366007,1950,1
30061382,53366007,1950,1
30061394,65693206,1940,0
30061397,65693206,1940,0
30061398,65693206,1940,0
30061402,65693206,1940,1
30061405,65693206,1940,2
30061414,52728975,1950,0
30061419,52728975,1950,2
30061422,52681952,1950,0
30061424,52681952,1950,0
30061426,52681952,1950,1
30061427,52681952,1950,1
30061433,52681952,1950,2
30061446,52534058,1950,1
30061447,52534058,1950,2
30061452,53343854,1986,0
30061453,53343854,1986,1
30061454,53343854,1986,2
30061456,52399718,1950,1
30061459,52399718,1950,2
30061464,52399718,1950,3
30061467,53343854,1986,1
30061481,52564145,1950,0
30061483,52564145,1950,1
30061487,52564145,1950,3
30061496,53337532,1950,1
30061497,53337532,1950,2
30061501,52561431,1950,
30061502,52561431,1950,0
30061503,52561431,1950,0
30061505,52561431,1950,1
30061508,52561431,1950,1
30061511,52557734,1950,0
30061512,52557734,1950,0
30061516,52557734,1950,1
30061517,52557734,1950,2
30061523,52510877,1950,-1
30061526,52510877,1950,1
30061530,52510877,1950,0
30061535,53010216,2001,1
30061536,53010216,2001,2
30061537,53010216,2001,3
30061539,53010216,2001,4
30061540,53010216,2001,4
30061603,52676103,1980,0
30061612,52722065,1985,1
30061616,52722065,1985,3
30061619,52722065,1985,4
30061623,52722065,1985,6
30061635,52730033,1984,6
30061636,52657491,1985,1
30061640,52657491,1985,2
30061649,52657491,1985,5
30061650,52657491,1985,5
30061652,52657491,1985,6
30061661,52685721,2012,
30061662,52685721,2012,
30061663,52685721,2012,2
30061664,52685721,2012,2
30061666,52685721,2012,3
30061670,52525407,1970,0
30061671,52525407,1970,0
30061673,52525407,1970,1
30061677,52525407,1970,2
30061680,52409045,1970,-1
30061688,52409045,1970,-1
30061689,52409045,1970,1
30061713,52519049,1960,0
30061715,52519049,1960,0
30061716,52519049,1960,1
30061717,52519049,1960,1
30061718,52519049,1960,1
30061719,52519049,1960,1
30061720,52519049,1960,2
30061721,52519049,1960,2
30061723,52519049,1960,2
30061741,52991311,1960,1
30061745,52991311,1960,2
30061747,52991311,1960,3
30061755,52569025,1970,1
30061759,52569025,1970,2
30061760,52569025,1970,2
30061763,52413552,1970,0
30061770,52413552,1970,2
30061773,52413552,1970,3
30061777,52536305,1970,1
30061779,52536305,1970,1
30061780,52536305,1970,2
30061781,52536305,1970,2
30061783,52536305,1970,2
30061784,52536305,1970,3
30061785,52536305,1970,3
30061787,52536305,1970,3
30061801,52525472,1967,2
30061803,52525472,1967,2
30061810,52516737,1970,1
30061815,52516737,1970,3
30061817,52516737,1970,3
30061834,52540248,1970,1
30061836,52540248,1970,1
30061844,52540248,1970,2
30061846,52540248,1970,2
30061854,52540248,1970,3
30061862,52540248,1970,4
30061870,52540248,1970,5
30061876,52540248,1970,6
30061884,52540248,1970,7
30061900,52675778,1960,
30061901,52675778,1960,
30061902,52675778,1960,
30061906,52675778,1960,0
30061907,52675778,1960,0
30061910,52675778,1960,1
30061932,53345376,1960,-1
30061935,53345376,1960,1
30061936,53345376,1960,1
30061938,53345376,1960,2
30061940,53342589,1960,0
30061942,53342589,1960,1
30061943,53342589,1960,1
30061953,52563006,1940,0
30061954,52563006,1940,0
30061955,52563006,1940,0
30061958,52563006,1940,2
30061967,52503454,1940,0
30061974,52503454,1940,1
30061975,52503454,1940,0
30061987,52561858,1970,1
30061998,52493319,1960,0
30062001,52493319,1960,1
30062009,52520947,2023,1
30062024,52523172,1960,0
30062030,52523172,1960,1
30062033,52523172,1960,1
30062037,52523172,1960,2
30062043,52540175,1960,0
30062047,52540175,1960,2
30062053,52560728,1965,1
30062055,52560728,1965,2
30062060,53342879,1962,1
30062061,53342879,1962,2
30062067,53340566,1960,0
30062072,53340566,1960,2
30062073,53340566,1960,2
30062074,53340566,1960,
30062075,53340566,1960,
30062079,52534011,1960,0
30062080,52534011,1960,0
30062081,52534011,1960,0
30062082,52534011,1960,1
30062084,52534011,1960,1
30062086,52534011,1960,2
30062090,53147980,1965,1
30062091,53147980,1965,2
30062092,53147980,1965,3
30062098,53147980,1965,2
30062102,53317746,1950,1
30062103,53317746,1950,1
30062104,53317746,1950,2
30062105,53317746,1950,2
30062106,53317746,1950,
30062110,53317746,1950,1
30062118,52414981,1960,1
30062119,52414981,1960,1
30062121,52414981,1960,2
30062124,53436729,1960,0
30062128,53436729,1960,1
30062138,52414981,1960,2
30062140,52412876,1960,
30062146,52412876,1960,1
30062156,52526003,1950,0
30062161,52526003,1950,1
30062178,52556844,1950,1
30062181,52556844,1950,2
30062184,52556844,1950,3
30062185,52556844,1950,3
30062187,52561298,1950,
30062189,52561298,1950,0
30062191,52561298,1950,1
30062192,52561298,1950,1
30062199,52561298,1950,3
30062210,52412732,1960,0
30062220,52560130,1970,1
30062221,52560130,1970,1
30062226,52565696,1960,1
30062232,53366762,1960,
30062234,53137376,1971,1
30062260,53108210,1966,-1
30062271,52717084,1950,-1
30062277,52717084,1950,2
30062289,53366768,1960,1
30062290,53366768,1960,1
30062309,52963032,1970,4
30062319,52731014,1950,2
30062324,52731014,1950,2
30062326,52731014,1950,3
30062338,52685735,1960,3
30062346,52704053,2021,1
30062352,52648804,1970,3
30062359,52682526,1960,2
30062364,52690969,1950,1
30062366,52690969,1950,2
30062368,52690969,1950,3
30062369,52690969,1950,3
30062373,52671362,1960,1
30062376,52671362,1960,2
30062387,53364931,1950,3
30062392,52739002,1960,0
30062403,52676234,1960,2
30062404,52676234,1960,2
30062406,52676234,1960,3
30062409,52676234,1960,2
30062416,52694199,1961,1
30062427,53361553,1960,0
30062428,53361553,1960,0
30062429,53361553,1960,1
30062437,53366507,1970,1
30062445,53336399,1962,-1
30062446,53336399,1962,-1
30062447,53336399,1962,0
30062450,53336399,2017,0
30062457,53336399,1962,2
30062459,53336399,1962,2
30062483,52520575,1960,1
30062485,52520575,1960,2
30062486,52520575,1960,2
30062492,52563599,1960,2
30062493,52563599,1960,3
30062505,52754986,1960,
30062506,52754986,1960,
30062511,52754986,1960,0
30062513,52754986,1960,1
30062515,52754986,1960,1
30062516,52754986,1960,1
30062519,52754986,1960,2
30062525,52729153,1960,0
30062526,52729153,1960,0
30062527,52729153,1960,1
30062528,52729153,1960,1
30062529,52729153,1960,2
30062534,52671413,1960,0
30062537,52671413,1960,1
30062538,52671413,1960,1
30062540,52671413,1960,2
30062542,52728604,1970,0
30062544,52728604,1970,0
30062546,52728604,1970,1
30062547,52728604,1970,1
30062548,52728604,1970,2
30062549,52728604,1970,2
30062555,52682315,1970,2
30062556,52682315,1970,2
30062557,52682315,1970,3
30062558,52682315,1970,3
30062573,52711228,1960,2
30062584,52691287,1970,0
30062587,52691287,1970,1
30062588,52691287,1970,1
30062592,52691287,1970,2
30062653,52686088,1960,0
30062654,52686088,1960,0
30062655,52686088,1960,1
30062656,52686088,1960,1
30062657,52686088,1960,1
30062658,52686088,1960,2
30062659,52686088,1960,2
30062660,52686088,1960,2
30062662,52686088,1960,3
30062663,52686088,1960,3
30062740,52732490,1960,1
30062744,52732490,1960,1
30062752,52732490,1960,2
30062758,52732490,1960,3
30062766,52732490,1960,4
30062777,52723351,1960,0
30062792,52723351,1960,4
30062795,52723351,1960,4
30062800,52723351,1960,6
30062803,52723351,1960,6
30062808,52656512,1960,0
30062810,52656512,1960,0
30062813,52656512,1960,2
30062831,52586701,1970,0
30062832,52586701,1970,0
30062834,52586701,1970,1
30062835,52586701,1970,1
30062836,52586701,1970,2
30062837,52586701,1970,2
30062850,52585967,1960,0
30062853,52585967,1960,1
30062854,52585967,1960,2
30062855,52585967,1960,2
30062856,52585967,1960,3
30062859,52724021,1960,-1
30062860,52724021,1960,-1
30062861,52724021,1960,-1
30062864,52724021,1960,0
30062865,52724021,1960,0
30062871,52724021,1960,0
30062877,52724021,1960,1
30062878,52724021,1960,2
30062879,52724021,1960,2
30062884,52724021,1960,3
30062887,52724021,1960,3
30062888,52724021,1960,3
30062889,52724021,1960,3
30062901,52720873,1960,1
30062914,52396527,1970,0
30062917,52396527,1970,1
30062918,52396527,1970,2
30062920,52396527,1970,3
30062926,52524520,1960,1
30062928,52524520,1960,2
30062929,52524520,1960,2
30062930,52524520,1960,3
30062932,52524520,1960,4
30062945,52517544,1970,3
30062946,52517544,1970,3
30062956,52677173,1970,2
30062962,52677173,1970,4
30062974,52723997,1970,3
30062978,52723997,1970,5
30062989,52723997,1970,8
30063016,52729638,1970,0
30063018,52729638,1970,1
30063024,52729638,1970,4
30063031,52729638,1970,3
30063038,52729638,1970,5
30063040,52729638,1970,6
30063042,52729638,1970,7
30063066,52723072,1950,1
30063076,52723072,1950,2
30063079,52723072,1950,3
30063083,52723072,1950,3
30063085,52723072,1950,3
30063094,52721203,1970,2
30063131,52987352,1954,2
30063138,52987352,1954,3
30063140,52987352,1954,3
30063148,52413569,1940,1
30063149,52413569,1940,1
30063150,52413569,1940,2
30063152,52413569,1940,3
30063153,52413569,1940,3
30063154,52592280,1920,2
30063157,53315896,1950,
30063160,53315896,1950,0
30063163,53315896,1950,1
30063167,53315896,1950,2
30063169,53315896,1950,3
30063182,52397412,2008,2
30063194,52570031,1940,1
30063195,52570031,1940,1
30063196,52570031,1940,2
30063201,52398659,1946,1
30063205,52398659,1946,3
30063209,52398659,2011,5
30063220,52458061,1935,0
30063239,52550063,1950,1
30063241,52550063,1950,2
30063246,53348538,2013,0
30063248,53348538,2013,1
30063250,53348538,2013,1
30063252,53348538,2013,2
30063259,52558406,1996,0
30063269,52558406,1996,2
30063270,52558406,1996,3
30063274,52558406,1996,4
30063279,52562143,1982,1
30063281,52562143,1982,3
30063285,52562143,1982,2
30063286,52562143,1982,3
30063292,52560650,1935,1
30063312,52526919,1960,0
30063315,52550081,1960,0
30063316,52550081,1960,0
30063319,52550081,1960,2
30063322,52566390,1950,0
30063325,52566390,1950,1
30063359,52979941,1950,3
30063361,52979941,1950,3
30063362,52979941,1950,0
30063366,52534601,1950,0
30063367,52534601,1950,0
30063370,52534601,1950,1
30063374,52534586,1950,-1
30063376,52534586,1950,0
30063378,52534586,1950,0
30063379,52534586,1950,1
30063380,52534586,1950,1
30063384,52534586,1950,2
30063385,52534586,1950,3
30063388,52411257,1970,1
30063399,52551120,1950,1
30063400,52551120,1950,2
30063401,52551120,1950,2
30063406,52534037,1940,1
30063409,52534037,1940,1
30063413,52534037,2009,3
30063430,52570940,1930,0
30063444,52519232,1960,2
30063452,52519232,1960,5
30063467,52537219,1950,
30063468,52537219,1950,1
30063472,52537219,1950,2
30063475,53331291,1925,3
30063477,53124562,1936,0
30063478,53124562,1936,0
30063479,53124562,1936,1
30063480,53124562,1936,2
30063484,52533596,1960,0
30063485,52533596,1960,1
30063487,52533596,1960,2
30063488,52533596,1960,2
30063495,53318614,1933,1
30063497,53318614,1933,2
30063504,52587777,1950,0
30063506,52587777,1950,1
30063514,52557536,2000,1
30063517,52542563,1935,
30063521,52550233,1960,1
30063524,52550233,1960,2
30063526,53105497,1980,1
30063528,53105497,1980,2
30063529,53105497,1980,3
30063530,53105497,1980,3
30063531,53105497,1980,4
30063532,53105497,1980,1
30063540,52432320,1950,0
30063541,52432320,1950,0
30063544,52432320,1950,2
30063553,52539981,1960,0
30063554,52539981,1960,1
30063555,52539981,1960,1
30063561,52563568,1960,0
30063562,52563568,1960,0
30063563,52563568,1960,1
30063564,52563568,1960,1
30063567,52450847,1942,1
30063572,52550271,1930,1
30063573,52550271,1930,1
30063574,52550271,1930,2
30063575,52550271,1930,2
30063576,52550271,1930,3
30063588,52566198,1950,-1
30063590,52566198,1950,0
30063597,52521454,1960,-1
30063600,52521454,1960,0
30063601,52521454,1960,1
30063602,52521454,1960,1
30063603,52521454,1960,
30063605,52562126,1950,0
30063608,52562126,1950,1
30063609,52562126,1950,2
30063621,52521486,1950,0
30063626,52521486,1950,2
30063630,52587375,1960,2
30063646,52433719,1960,0
30063656,52503916,1954,0
30063660,52503916,1954,2
30063665,52534697,1960,0
30063666,52534697,1950,0
30063675,52587353,1960,1
30063677,52587353,1960,2
30063681,53342379,1960,1
30063685,53342379,1960,2
30063686,53342379,1960,3
30063689,53342379,1960,4
30063699,52522674,1977,1
30063700,52522674,1977,1
30063701,52522674,1977,2
30063702,52522674,1977,2
30063703,52522674,1977,3
30063704,52522674,1977,3
30063739,52539049,1960,1
30063746,52968401,1940,0
30063757,52414227,1960,0
30063759,52414227,1960,1
30063770,52526590,1960,0
30063772,52526590,1960,0
30063783,53130826,1950,0
30063784,53130826,1950,0
30063785,53130826,1950,1
30063786,53130826,1950,1
30063787,53130826,1950,2
30063790,53130826,1950,3
30063794,52437704,1950,
30063795,52437704,1950,
30063796,52437704,1950,0
30063800,52437704,1950,1
30063801,52437704,1950,2
30063819,53334060,1940,0
30063820,53334060,1940,1
30063821,53334060,1940,1
30063822,53334060,1940,3
30063823,52458726,1940,
30063834,52455729,1960,
30063838,52455729,1960,0
30063839,52455729,1960,0
30063840,52455729,1960,0
30063841,52455729,1960,1
30063843,52455729,1960,2
30063844,52455729,1960,2
30063845,52455729,1960,2
30063849,52585535,1950,-1
30063850,52585535,1950,0
30063851,52585535,1950,0
30063854,52585535,1950,1
30063855,52585535,1950,1
30063857,52585535,1950,2
30063859,52585535,1950,3
30063864,52451775,1960,1
30063866,52451775,1960,2
30063867,52451775,1960,2
30063870,52451775,1960,3
30063871,52451775,1960,3
30063872,52451775,1960,3
30063873,52451775,1960,3
30063875,52522742,1950,0
30063876,52522742,1950,
30063882,52538509,1950,0
30063883,52538509,1950,0
30063884,52538509,1950,0
30063886,52538509,1950,1
30063887,52538509,1950,1
30063888,52538509,1950,2
30063889,52538509,1950,2
30063890,52538509,1950,3
30063891,52538509,1950,2
30063898,53324218,1939,2
30063904,53332220,1950,0
30063905,53332220,1950,1
30063906,53332220,1950,1
30063907,53332220,1950,1
30063909,53332220,1950,2
30063912,53332220,1950,3
30063914,53332220,1950,
30063915,53332220,1950,
30063918,52494755,1930,0
30063921,52494755,1930,1
30063926,52550117,1960,-1
30063927,52550117,1960,-1
30063930,52550117,1960,1
30063933,52550117,1960,2
30063934,52550117,1960,3
30063940,53438753,1950,0
30063943,53438753,1950,1
30063944,53438753,1950,1
30063946,53438753,1950,2
