statID,average_Csvalue,X,Y,settlement,civil_labour_force.LaborForceY_pcnt,jobs.industrialJobs,jobs.commercialJobs,jobs.publicJobs,jobs.homeJobs,intraSAProb,intraYeshuvProb,interYeshuvProb,inOutRatio,housingValue.avgPricePerM2009
30001355,9413.210709,222708.8,628566.7,3000,64.1,9.524727,58.349212,148.894527,0,1.96E-05,0.000108018,0.025089606,0.571428571,10864.86128
30001424,9413.210709,,,,,,,,,,,,,
30001613,9413.210709,,,,,,,,,,,,,
30001631,9413.210709,,,,,,,,,,,,,
30001632,9413.210709,218727.1,627117.9,3000,60.7,99.926641,106.347356,161.466168,13.425954,2.36E-05,0.000118092,0.027586207,0.625,11209.726
30001643,9413.210709,217209.5,627153.3,3000,62.5,60.156701,11.520625,178.731667,0,2.05E-05,0.000184701,0.033707865,0.666666667,11041.66526
35570001,0,215288.9,680549.9,3557,77.3,124.532,159.72,712.552,6.694,1.00E-05,1.00E-05,0.009592326,0.1,
35600001,0,,,,,,,,,,,,,
35700001,0,,,,,,,,,,,,,
35700002,0,,,,,,,,,,,,,
35700003,0,217609.5,668159.4,3570,74.2,25.382383,69.142393,217.809053,7.703,3.82E-05,8.28E-05,0.041860465,0.555555556,
35700004,0,218485.3,667975.7,3570,83.4,0,62.880123,133.745928,0,2.57E-05,8.36E-05,0.039906103,0.705882353,
35700005,0,,,,,,,,,,,,,
35740001,0,,,,,,,,,,,,,
35790001,0,231462,682280.1,3579,64.5,,,,,,,,,
35990001,0,248667.5,696930.5,3599,69.1,17.737,18.676,95.384,0,,,,,
36040001,0,,,,,,,,,,,,,
36080001,0,,,,,,,,,,,,,
36110001,0,211255.4,604806.4,3611,68.4,127.869,404.166,1400.43,62.508,1.00E-05,1.00E-05,0.006973501,0.2,
36160001,0,,,,,,,,,,,,,
36160002,0,,,,,,,,,,,,,
36160003,0,229554,632521.8,,,1.519032,0,105.729543,0,7.04E-05,6.57E-05,0.025684932,1.333333333,
36160004,0,,,,,,,,,,,,,
36160005,0,,,,,,,,,,,,,
36160007,0,,,,,,,,,,,,,
36160008,0,227918.9,630999.3,3616,70.8,42.819378,710.699295,1107.984911,6.114697,2.85E-05,7.42E-05,0.039583333,0.578947368,
36160009,0,,,,,,,,,,,,,
36170001,0,224958.1,651144.9,3617,80.1,,,,,1.00E-05,1.00E-05,0.011267606,0.1,
36400001,0,,,,,,,,,,,,,
36500001,0,,,,,,,,,,,,,
36520001,0,,,,,,,,,,,,,
36600001,0,,,,,,,,,,,,,
37300001,0,,,,,,,,,,,,,
37300002,0,215854,641129.7,3730,64.1,18.911,50.168999,487.562745,9.557,6.01E-05,3.34E-05,0.068292683,0.821428571,
37300003,0,,,,,,,,,,,,,
37500001,0,,,,,,,,,,,,,
37600001,0,,,,,,,,,,,,,
37650001,0,,,,,,,,,,,,,
37690001,0,,,,,,,,,,,,,
37800001,0,,,,,,,,,,,,,
37800002,0,211662.1,622666.3,3780,46.2,3.041,116.615,438.238733,10.386614,3.64E-05,8.84E-05,0.030360531,0.8125,
37800003,0,,,,,,,,,,,,,
37800004,0,,,,,,,,,,,,,
37800005,0,,,,,,,,,,,,,
37800007,0,,,,,,,,,,,,,
37970001,0,,,,,,,,,,,,,
37970003,0,,,,,,,,,,,,,
37970005,0,,,,,,,,,,,,,
37970006,0,204061.1,649011.8,3797,43.5,0,193.028874,466.472943,0,1.51E-05,0.000113212,0.022038567,0.75,
37970007,0,,,,,,,,,,,,,
37970008,0,,,,,,,,,,,,,
40000111,92028.20702,,,,,,,,,,,,,
40000112,92028.20702,206830.3,749042.1,4000,55.3,298.336119,847.671088,702.902936,74.908548,7.72E-05,5.66E-05,0.030075188,1.5625,8129.647045
40000121,92028.20702,,,,,,,,,,,,,
40000122,92028.20702,205599.5,748825.9,4000,57.8,23.061415,114.890772,255.042273,6.562008,5.77E-05,6.92E-05,0.056842105,0.962962963,6796.310714
40000124,92028.20702,,,,,,,,,,,,,
40000131,92028.20702,,,,,,,,,,,,,
40000132,92028.20702,,,,,,,,,,,,,
40000133,92028.20702,,,,,,,,,,,,,
40000134,92028.20702,207335.9,747445.6,4000,70.8,55.766108,419.101354,340.371327,31.26604,4.18E-05,8.95E-05,0.045751634,1.142857143,8398.162531
40000135,92028.20702,,,,,,,,,,,,,
40000211,92028.20702,,,,,,,,,,,,,
40000212,92028.20702,,,,,,,,,,,,,
40000213,92028.20702,,,,,,,,,,,,,
40000221,92028.20702,,,,,,,,,,,,,
40000222,92028.20702,,,,,,,,,,,,,
40000223,92028.20702,,,,,,,,,,,,,
40000231,92028.20702,,,,,,,,,,,,,
40000232,92028.20702,200473.5,747279.8,,,24.460345,176.534645,51.967679,18.889571,,,,,
40000311,92028.20702,,,,,,,,,,,,,
40000331,92028.20702,,,,,,,,,,,,,
40000332,92028.20702,199778.5,746821.3,4000,57,173.425779,267.202806,371.861547,30.984836,2.28E-05,0.000148402,0.0125,1,4687.434174
40000333,92028.20702,,,,,,,,,,,,,
40000334,92028.20702,199239.1,747353.4,4000,53.5,183.090112,2753.101182,1365.087709,11.765155,2.19E-05,0.000109298,0.013297872,1.4,7168.490374
40000411,92028.20702,,,,,,,,,,,,,
40000412,92028.20702,198594.2,747691.7,4000,61.4,15.62363,184.289401,248.721386,13.644506,5.01E-05,0.000150351,0.030487805,0.6,7421.639747
40000414,92028.20702,198206.8,748210,4000,48.4,11.089861,163.529786,459.331037,0,9.16E-05,0.000206052,0.04178273,0.533333333,6810.816195
40000417,92028.20702,,,,,,,,,,,,,
40000422,92028.20702,,,,,,,,,,,,,
40000423,92028.20702,,,,,,,,,,,,,
40000424,92028.20702,,,,,,,,,,,,,
40000426,92028.20702,196624.1,746039.2,4000,52.8,0,73.47564,326.760899,0,4.76E-05,0.000101975,0.027295285,0.909090909,6794.595593
40000431,92028.20702,,,,,,,,,,,,,
40000432,92028.20702,196519.2,743722.8,,,2777.19922,11430.79495,55.014453,0,,,,,
40000434,92028.20702,196598.6,745747.9,,,0,55.864494,72.752527,0,,,,,
40000511,92028.20702,,,,,,,,,,,,,
40000514,92028.20702,200047.8,744384.8,4000,50.3,0,109.225281,74.529844,28.819041,2.74E-05,0.000100457,0.013333333,0.75,11950.11003
40000521,92028.20702,,,,,,,,,,,,,
40000523,92028.20702,,,,,,,,,,,,,
40000524,92028.20702,198906.4,744983.3,4000,67.1,58.564012,1123.283043,712.811631,172.599859,1.16E-05,0.000150917,0.029661017,1,12996.80366
40000525,92028.20702,,,,,,,,,,,,,
40000526,92028.20702,198276.3,745953.5,4000,68.9,14.561541,336.943843,369.543793,43.799703,1.52E-05,0.000113839,0.022160665,0.75,12256.35052
40000527,92028.20702,,,,,,,,,,,,,
40000531,92028.20702,,,,,,,,,,,,,
40000532,92028.20702,198128.2,746990.2,4000,58.2,66.800179,261.073406,255.243005,25.269932,2.95E-05,0.000139932,0.018817204,1,11073.12993
40000533,92028.20702,,,,,,,,,,,,,
40000611,92028.20702,,,,,,,,,,,,,
40000612,92028.20702,199367.1,746665.8,4000,53.7,111.549842,280.165806,402.371021,18.414494,1.00E-05,0.000140499,0.030769231,0.333333333,7777.356855
40000613,92028.20702,,,,,,,,,,,,,
40000621,92028.20702,,,,,,,,,,,,,
40000631,92028.20702,,,,,,,,,,,,,
40000632,92028.20702,199707.4,746418,4000,47.2,101.309056,732.042952,675.521723,41.602469,6.97E-05,0.000209215,0.043636364,1.25,5016.516239
40000633,92028.20702,,,,,,,,,,,,,
40000643,92028.20702,,,,,,,,,,,,,
40000711,92028.20702,,,,,,,,,,,,,
40000713,92028.20702,,,,,,,,,,,,,
40000721,92028.20702,,,,,,,,,,,,,
40000722,92028.20702,,,,,,,,,,,,,
40000732,92028.20702,201299.1,744233.5,4000,62.8,0,116.359113,219.368925,16.655659,8.42E-05,0.000148969,0.042553191,0.444444444,8519.395189
40000811,92028.20702,,,,,,,,,,,,,
40000812,92028.20702,,,,,,,,,,,,,
40000813,92028.20702,,,,,,,,,,,,,
40000821,92028.20702,,,,,,,,,,,,,
40000825,92028.20702,,,,,,,,,,,,,
40000911,92028.20702,,,,,,,,,,,,,
40000912,92028.20702,199981.4,743922.3,4000,61.1,36.901218,103.314571,205.417714,19.458966,3.88E-05,0.000116419,0.019830028,0.714285714,10112.52047
40000921,92028.20702,,,,,,,,,,,,,
40000922,92028.20702,198572.5,743482.9,4000,64.3,44.482614,421.224685,2323.394,64.682155,2.19E-05,0.000124201,0.037333333,0.785714286,12575.98482
40000932,92028.20702,199568.8,742437.4,4000,69.7,69.145783,244.327093,454.400472,52.855868,6.74E-05,0.000101055,0.028688525,0.785714286,11717.45744
40000933,92028.20702,,,,,,,,,,,,,
40000942,92028.20702,200811,742151.7,4000,69.6,0,62.471509,43.450744,0,2.73E-05,0.000149935,0.024875622,0.8,10920.29019
40000944,92028.20702,199659.7,741333.9,4000,65.8,323.475128,245.263209,208.045722,98.342795,2.84E-05,0.000102102,0.033126294,0.5625,14399.52904
40000945,92028.20702,,,,,,,,,,,,,
40050001,627233.4502,,,,,,,,,,,,,
40060001,627233.4502,,,,,,,,,,,,,
40070001,627233.4502,,,,,,,,,,,,,
40130001,627233.4502,,,,,,,,,,,,,
40150001,627233.4502,,,,,,,,,,,,,
40170001,627233.4502,,,,,,,,,,,,,
41000001,627233.4502,,,,,,,,,,,,,
43030001,627233.4502,,,,,,,,,,,,,
47020001,627233.4502,262712.3,750744.6,4702,78.2,175.264,225.579,122.448,0,,,,,5730.641092
50000113,2087.426616,180386.8,669348.8,5000,74.7,194.953521,409.796008,337.345564,90.018056,9.25E-05,0.000101471,0.030501089,1.392857143,19878.67539
50000114,2087.426616,180368.6,668303.4,5000,66.9,364.739552,1188.994163,655.812538,55.671745,5.55E-05,0.000105956,0.025782689,1.071428571,17690.33432
50000115,2087.426616,179960.5,667570.8,5000,71.5,66.814636,220.364318,443.447045,0,4.86E-05,7.90E-05,0.022172949,1.9,20448.43814
50000121,2087.426616,181861.9,670335.8,5000,70.1,63.692679,351.157544,451.050621,81.321971,4.30E-05,0.000121925,0.020942408,1,20642.94546
50000122,2087.426616,181215.4,670444.3,5000,64.6,55.823418,1000.64178,638.040489,118.91,2.95E-05,0.00012554,0.029649596,0.545454545,20668.20036
50000124,2087.426616,,,,,,,,,,,,,
50000131,2087.426616,181730.8,669852.8,5000,53.9,20.343562,271.635827,317.101988,32.11266,2.29E-05,0.000149023,0.037656904,0.888888889,20143.0492
50000132,2087.426616,,,,,,,,,,,,,
50000133,2087.426616,180782.8,668471.4,5000,67.3,375.239621,3170.062681,2241.643399,165.078606,4.50E-05,0.000146269,0.049281314,0.958333333,21208.3773
50000134,2087.426616,181188.4,668415.8,5000,60.2,96.285484,306.45042,800.485647,27.333339,4.75E-05,0.000150447,0.043352601,1.6,23513.78367
50000135,2087.426616,181424.4,668256.9,,,110.652884,2341.184023,8818.047857,68.175086,,,,,
50000136,2087.426616,182241.2,667842.1,,,455.030014,1050.894859,716.597515,22.969545,,,,,
50000211,2087.426616,182859.8,669974.3,5000,77.6,195.480196,891.940278,418.648582,121.071646,5.30E-05,8.19E-05,0.042179262,0.583333333,20231.80122
50000213,2087.426616,182656,668948.6,5000,62.6,41.922648,300.606832,341.860597,39.622165,6.27E-05,0.000116394,0.032679739,1.1,19907.63093
50000214,2087.426616,183371.2,669086.6,5000,64.9,230.743521,1099.489427,806.050805,93.270275,4.57E-05,0.000109589,0.04,0.583333333,18474.02062
50000215,2087.426616,183236.9,668568.9,5000,71.1,108.815509,281.523476,411.117568,26.328271,3.64E-05,9.09E-05,0.042035398,0.894736842,19163.30951
50000216,2087.426616,183395.7,668290,5000,70.7,69.113434,231.608397,186.205945,0,3.10E-05,0.000113724,0.037735849,0.5,15431.58939
50000221,2087.426616,183747,670406.6,,,105.298999,49.866426,38.274738,0,,,,,20108.69565
50000222,2087.426616,184218.8,670455,5000,76.6,75.808053,120.485635,171.509372,12.881366,5.41E-05,8.66E-05,0.031620553,1,19187.86098
50000223,2087.426616,183977.9,669973.9,5000,71.4,82.937459,824.166384,397.787054,67.750558,5.76E-05,0.000110008,0.022944551,0.916666667,18394.171
50000224,2087.426616,,,,,,,,,,,,,
50000226,2087.426616,185193.5,669431.6,5000,63.2,19.469131,274.707096,406.250724,13.779927,3.71E-05,8.91E-05,0.06504065,0.583333333,14986.31383
50000232,2087.426616,184022.6,668762.1,5000,62.9,30.689192,532.818743,412.209119,32.876211,1.07E-05,8.56E-05,0.0234375,0.833333333,18341.20244
50000233,2087.426616,184625.8,668877.9,5000,60.2,645.029316,3662.599569,1048.831686,61.712652,5.43E-05,9.49E-05,0.032178218,0.615384615,19867.50363
50000234,2087.426616,184905,668453.9,,,4030.126228,17917.75775,2251.385299,10.995739,1.00E-05,1.00E-05,1.00E-05,0.1,
50000235,2087.426616,185393.9,669153.1,,,392.95127,4011.201888,215.426629,0,,,,,
50000315,2087.426616,,,,,,,,,,,,,
50000316,2087.426616,,,,,,,,,,,,,
50000317,2087.426616,178877.3,666479.6,5000,80.1,76.615018,786.786741,370.05013,10.065677,2.87E-05,0.000258194,0.052356021,1.5,21022.09724
50000323,2087.426616,179361.7,666059.8,5000,76.6,72.031509,522.614698,1245.338344,32.268671,7.38E-06,0.000258465,0.064690027,1.208333333,19971.17482
50000325,2087.426616,,,,,,,,,,,,,
50000336,2087.426616,178455.8,665086.1,5000,77.6,87.755125,363.304641,354.268921,39.278642,1.39E-05,0.00025033,0.081218274,1,20562.5417
50000341,2087.426616,178972.7,665548.5,5000,83.6,108.34159,591.802079,480.261928,19.009278,1.36E-05,0.000354392,0.074626866,1.266666667,18453.60234
50000345,2087.426616,179300,664508.1,5000,70.4,112.003902,1089.43074,750.913832,47.253179,1.25E-05,0.000236613,0.054545455,1.166666667,19303.4788
50000346,2087.426616,179299.8,664709.4,5000,84.9,76.207719,509.971454,248.907414,45.199541,1.12E-05,0.000234834,0.053061224,1.307692308,18568.31068
50000411,2087.426616,181078.1,667122.6,5000,65.3,78.496578,219.532421,337.238402,40.804245,4.03E-05,0.000149649,0.050420168,0.625,22408.3661
50000412,2087.426616,181051.5,666815.4,5000,66,97.646334,295.186401,146.521398,69.846199,3.68E-05,0.000134841,0.044742729,0.6,21541.96388
50000413,2087.426616,180605.3,666796.6,5000,66.1,15.4125,471.241156,420.120338,50.434893,1.53E-05,0.000206052,0.069637883,0.8,21267.92861
50000414,2087.426616,180064.1,666897.3,5000,82.8,51.069682,352.975515,279.774661,24.340637,1.92E-05,0.000201169,0.062937063,1,21866.72187
50000415,2087.426616,180034.5,666629.9,5000,82.7,57.286182,1065.076881,663.097575,58.652446,3.57E-05,0.00024258,0.080729167,0.903225806,21167.55875
50000422,2087.426616,180180.1,666284.6,5000,64,57.207813,483.761212,155.369902,59.707017,2.67E-05,0.000133428,0.055194805,0.764705882,21935.29031
50000423,2087.426616,180648,666195.9,5000,56,99.948165,1187.945945,735.362808,70.240725,1.83E-05,0.000155251,0.036666667,1.181818182,21955.04416
50000431,2087.426616,,,,,,,,,,,,,
50000432,2087.426616,179982.5,665473.1,5000,65,52.517638,734.81024,1409.935818,48.996296,3.76E-05,0.000203221,0.054945055,1.1,22207.14567
50000433,2087.426616,179688.3,665068.6,5000,69.1,224.70146,1077.064891,746.300873,33.659264,9.51E-06,0.000228311,0.052083333,1.066666667,21159.77319
50000434,2087.426616,180165.5,665161.2,,,132.733171,3308.857753,3757.628704,0,1.00E-05,1.00E-05,1.00E-05,0.1,
50000435,2087.426616,180343.6,665475.1,5000,33.5,18.764754,722.836969,3946.002636,19.061782,1.00E-05,7.83E-05,0.028571429,1,22380.31568
50000436,2087.426616,180551.6,665406.8,5000,76.2,20.421096,426.217229,500.100428,12.093813,3.04E-05,0.000228311,0.094444444,1.235294118,18449.18775
50000437,2087.426616,,,,,,,,,,,,,
50000513,2087.426616,178491.2,664436.5,5000,77.2,107.198924,1085.818832,614.905823,76.202127,1.29E-05,0.000218664,0.061032864,0.923076923,20098.09095
50000514,2087.426616,178687.2,664612,5000,71.9,0,492.029276,493.422465,48.60777,1.03E-05,0.000225745,0.059925094,0.9375,19509.44578
50000516,2087.426616,,,,,,,,,,,,,
50000517,2087.426616,179321.7,664138.7,5000,76.8,102.667143,1114.057687,394.942497,22.642523,3.45E-05,0.000249849,0.053459119,1.058823529,20157.0188
50000523,2087.426616,,,,,,,,,,,,,
50000532,2087.426616,,,,,,,,,,,,,
50000533,2087.426616,178095,663381.4,5000,72.5,337.777809,2461.140927,682.110721,56.564305,3.33E-05,0.000224841,0.054711246,1.166666667,19836.97129
50000541,2087.426616,178309.8,663831.6,5000,82,189.647019,1836.807359,378.792366,22.497013,4.68E-05,0.00032783,0.094017094,0.909090909,19029.65292
50000544,2087.426616,,,,,,,,,,,,,
50000552,2087.426616,178556.8,663280.2,5000,93.4,229.963656,8809.669978,581.427663,0,3.30E-05,0.000231061,0.072289157,1.833333333,16448.35365
50000554,2087.426616,179009.3,663872.9,5000,84,25.853414,360.108914,117.506816,46.68014,2.74E-05,0.00030137,0.05,1.4,19679.23744
50000611,2087.426616,179402.9,663721.5,5000,82.6,635.143348,7365.514197,1036.44536,24.597154,2.94E-05,0.000225049,0.071428571,0.85,17874.73935
50000612,2087.426616,179624.4,664396.4,5000,78.6,561.653518,7031.964818,4467.956285,39.583163,1.92E-05,0.000229907,0.097902098,1,18361.73641
50000711,2087.426616,177336.3,662460.3,5000,61.4,286.462602,1082.097175,499.137163,13.592414,3.54E-05,0.000194432,0.058064516,1.333333333,15091.81921
50000714,2087.426616,,,,,,,,,,,,,
50000715,2087.426616,,,,,,,,,,,,,
50000721,2087.426616,,,,,,,,,,,,,
50000722,2087.426616,,,,,,,,,,,,,
50000723,2087.426616,176608.6,661559.6,5000,51.1,0,193.212052,192.364673,0,2.36E-05,0.000106282,0.017241379,1.5,13836.25162
50000724,2087.426616,176563,661169,,,10.890473,11.324517,5.671603,0,2.47E-05,0.000148093,0.009009009,2,7840.246481
50000725,2087.426616,176345,660634,5000,52.5,74.817815,104.004665,334.958486,12.48684,3.75E-05,0.000100081,0.03196347,1,13373.15212
50000731,2087.426616,177075.5,662059,5000,59.7,147.839401,566.689702,599.81556,0,3.47E-05,0.00020808,0.054852321,1.230769231,13803.50929
50000732,2087.426616,177114.6,661724.5,5000,42.7,102.526319,172.948267,212.98028,10.080678,2.54E-05,0.00016116,0.040247678,0.769230769,10961.41866
50000733,2087.426616,176977.8,661243,5000,53.8,30.006066,87.032276,364.359996,0,6.63E-05,0.000110473,0.032258065,0.5,10570.79688
50000734,2087.426616,176848.9,660836,5000,58,22.454646,89.682934,116.049937,0,2.76E-05,0.000165487,0.026845638,0.875,10694.80054
50000735,2087.426616,176580.8,660336,5000,45.2,0,66.214543,138.934276,13.506908,3.11E-05,7.26E-05,0.068181818,0.777777778,8762.982472
50000743,2087.426616,177983.9,661142.6,5000,63.9,49.482602,43.651185,77.724874,0,7.30E-05,8.92E-05,0.050295858,0.470588235,8999.881006
50000744,2087.426616,178018.1,660809.1,5000,61.1,716.227443,1837.208032,714.544527,13.913436,4.39E-05,8.15E-05,0.059496568,0.461538462,10156.26698
50000745,2087.426616,177354.9,660917.1,5000,62.2,81.975525,69.867139,313.633837,0,3.16E-05,0.000118432,0.04610951,0.5625,9947.245244
50000746,2087.426616,177171.5,660259.6,5000,69.9,20.261561,67.984002,226.536553,12.839363,2.92E-05,5.11E-05,0.048,1.222222222,9313.063472
50000747,2087.426616,176873.2,659987.8,5000,59.4,0,42.3695,114.158266,16.934639,4.81E-05,6.73E-05,0.059649123,0.764705882,9760.368703
50000812,2087.426616,178349.5,662645.2,5000,86,350.197109,1195.68961,202.892968,0,3.44E-05,0.000194876,0.069037657,1.363636364,15773.56502
50000814,2087.426616,,,,,,,,,,,,,
50000816,2087.426616,179573,662760.4,5000,66.1,190.740842,424.02668,204.097092,42.491858,4.98E-05,0.000199253,0.090909091,1.4,9642.369149
50000822,2087.426616,,,,,,,,,,,,,
50000824,2087.426616,179134.7,661881.2,5000,63,50.318907,176.859476,46.202783,14.950005,4.49E-05,0.000134741,0.049180328,0.833333333,11272.31746
50000831,2087.426616,178614.3,661640.5,,,21.597524,122.195785,236.741735,0,,,,,11943.74636
50000832,2087.426616,178954.6,661309.7,5000,62.7,33.290418,100.744677,297.69233,23.358071,4.25E-05,8.50E-05,0.054263566,0.380952381,10939.45997
50000833,2087.426616,179337.3,661154.6,5000,65.8,432.51041,467.993211,473.738024,12.870865,5.52E-05,8.29E-05,0.054435484,0.444444444,11423.80084
50000912,2087.426616,181126.7,664724,5000,64,526.973263,4450.373259,372.685074,0,6.62E-05,0.000107603,0.045317221,1.2,17064.06199
50000914,2087.426616,,,,,,,,,,,,,
50000915,2087.426616,180979,663843.9,5000,69,38.991118,320.259429,223.750831,14.741491,3.49E-05,9.60E-05,0.044585987,0.785714286,14915.37936
50000916,2087.426616,,,,,,,,,,,,,
50000921,2087.426616,181498.9,663279.4,5000,62.8,82.390571,143.593738,171.303925,7.448001,3.72E-05,9.30E-05,0.067873303,0.7,14199.30511
50000922,2087.426616,,,,,,,,,,,,,
50000923,2087.426616,181372.1,662877.1,5000,19.9,21.469246,1231.091018,701.692512,8.682584,1.00E-05,7.02E-05,1.00E-05,10,
50000924,2087.426616,181069,662136.7,5000,52.9,33.557754,25.308182,108.469277,0,2.19E-05,8.77E-05,0.04,0.4,10141.7051
50000925,2087.426616,180978.4,662481.6,5000,67.3,104.238554,223.195351,310.348184,13.355398,3.32E-05,0.000124533,0.033333333,0.727272727,11953.39371
50000926,2087.426616,180942.6,662795.3,5000,65.9,199.388701,557.432161,394.854994,0,2.52E-05,0.000142869,0.049079755,0.6875,13037.31336
50000927,2087.426616,180934,663221.5,5000,57.8,69.411801,315.87517,521.619233,0,2.84E-05,9.66E-05,0.058091286,0.678571429,13416.34348
50000928,2087.426616,,,,,,,,,,,,,
50000929,2087.426616,180207.9,662646.7,5000,53.7,259.824207,392.503525,904.407356,42.358349,2.66E-05,0.000119697,0.041262136,0.823529412,11532.43218
50000931,2087.426616,180185.6,662264.5,5000,51.7,127.500285,752.330514,257.941634,26.421277,3.17E-05,0.000205875,0.057803468,0.8,8351.84337
50000932,2087.426616,180562.6,662214.6,5000,51.5,26.236009,112.500408,142.448061,9.791158,3.75E-05,0.000300244,0.054794521,0.75,8000.415235
50000933,2087.426616,180867.3,661846.4,5000,56,60.29055,72.836221,151.810922,0,2.99E-05,0.000142226,0.043715847,0.5,10312.06898
50000934,2087.426616,180404.7,661836.4,5000,58.4,27.6642,87.846822,25.165019,0,5.51E-05,0.000206512,0.070351759,0.428571429,7637.537265
50000935,2087.426616,180128.8,662027.6,5000,55.6,60.889666,87.886363,216.601134,15.823064,1.46E-05,0.000189449,0.042553191,0.75,7140.718403
50000936,2087.426616,180577.9,661395.8,5000,62.3,234.906269,352.232325,248.041619,11.135249,6.07E-05,0.000121316,0.05904059,0.5625,9201.081834
50000937,2087.426616,181607,661380.6,5000,69.9,24.755001,48.318981,205.566608,0,3.68E-05,8.94E-05,0.028790787,0.6,9694.900791
50000941,2087.426616,181497.7,661665.8,5000,58.2,6.90266,68.313069,231.958001,0,2.71E-05,5.43E-05,0.02970297,0.555555556,10560.87832
50000946,2087.426616,182239.1,662288.9,5000,63.2,5.91852,17.441339,90.705519,0,4.82E-05,0.000104447,0.035190616,0.666666667,10320.43154
50000947,2087.426616,182379.7,661648.4,5000,64.9,32.726101,32.277899,198.490665,0,3.44E-05,8.02E-05,0.031380753,0.8,10578.40458
60000001,627233.4502,204746.3,703444.6,6000,37,115.729511,47.813216,126.185634,0,5.05E-06,1.01E-06,0.008856089,0.916666667,
60000002,627233.4502,,,,,,,,,,,,,
60000003,627233.4502,203290.1,703268.3,6000,41.2,76.598,153.242783,142.806218,0,,,,,
60000004,627233.4502,,,,,,,,,,,,,
60000005,627233.4502,204901.6,702468.9,6000,35,22.086488,321.617752,262.47615,0,,,,,
60000006,627233.4502,204417.2,701744.8,6000,49.2,100.989,69.010247,90.650489,0,,,,,
61000111,0,,,,,,,,,,,,,
61000112,0,185390.5,667114.4,6100,50.6,31.413191,41.550828,163.853974,8.889058,2.45E-05,0.000110078,0.03125,0.571428571,10892.14969
61000113,0,185170.5,667336.3,6100,54.5,7.854862,17.410261,264.401556,7.778522,1.66E-05,0.000107603,0.036253776,0.666666667,10225.95424
61000114,0,185148.1,667116.2,6100,44.4,40.570278,194.471173,216.886282,6.791908,3.04E-05,7.61E-05,0.036111111,0.615384615,9896.440125
61000115,0,184689.8,667269.4,6100,51.1,39.305212,137.132361,219.811791,22.326312,2.89E-05,0.000101293,0.024647887,0.857142857,10002.80422
61000116,0,183920.1,667204.4,,,1253.718258,4435.273403,308.189319,0,1.00E-05,1.00E-05,1.00E-05,0.1,
61000117,0,,,,,,,,,,,,,
61000121,0,,,,,,,,,,,,,
61000122,0,184316.4,666925,6100,61.1,114.337901,228.323105,385.513202,0,5.79E-05,0.000102901,0.058685446,0.56,10983.74351
61000123,0,,,,,,,,,,,,,
61000211,0,184727.8,666454.6,6100,48.6,256.667441,881.290699,602.942784,17.712581,2.31E-05,0.000124743,0.018549747,0.909090909,13198.48429
61000221,0,184333.6,666050.3,6100,45.7,68.749698,210.868991,380.498535,15.013691,3.81E-05,0.000129376,0.019444444,0.714285714,13364.72553
61000222,0,184300.6,666388.2,6100,56.4,202.163702,101.187561,345.759493,10.079429,3.14E-05,0.000139232,0.027868852,0.823529412,13161.38996
61000223,0,183924,666318.1,6100,50.4,71.321245,675.081555,636.010591,0,4.06E-05,0.000110771,0.022911051,1,12474.08008
61000231,0,,,,,,,,,,,,,
61000232,0,,,,,,,,,,,,,
61000233,0,183898.8,665823.4,6100,53.2,149.674778,878.859716,964.04517,15.390225,2.86E-05,0.000130658,0.034277198,0.695652174,13551.49512
61000312,0,,,,,,,,,,,,,
61000313,0,184419.3,665450.6,6100,37.4,112.526065,170.735968,552.17911,5.227386,3.06E-05,0.000122446,0.019553073,0.714285714,14163.18776
61000314,0,184049.4,665346.1,6100,47.7,47.849373,187.327821,175.935507,22.176175,3.63E-05,0.000114911,0.033112583,0.666666667,14305.01321
61000315,0,184231.3,665039.1,6100,58,37.389,78.307278,615.958461,0,4.15E-05,8.29E-05,0.021437579,0.941176471,14597.32749
61000321,0,184604.7,665000.7,6100,31.9,19.768195,16.865573,214.737059,7.125545,2.27E-05,0.000107774,0.014492754,1,14276.77814
61000322,0,,,,,,,,,,,,,
61000323,0,184893.3,665659.5,6100,37.4,30.600077,507.701097,536.450557,30.414641,1.25E-05,0.000125484,0.016793893,0.727272727,13375.82241
61000411,0,185215.4,666387,6100,47.4,64.361739,350.324677,811.145102,16.344667,7.67E-05,9.59E-05,0.028011204,1.2,13889.73322
61000412,0,185116.8,666031.2,6100,40.7,13.076132,5.031294,261.931189,0,1.32E-05,0.000119119,0.028985507,0.666666667,13951.37972
61000413,0,185333.6,665929.4,6100,39.8,20.79189,98.245307,971.296082,26.847102,5.56E-06,0.000127817,0.022312373,0.909090909,12118.8605
61000414,0,185213.4,665635,6100,41,9.430505,77.84037,249.689034,14.255857,1.89E-05,0.00014171,0.020689655,1.166666667,12291.68895
61000415,0,185335,665407,6100,42.6,896.940684,852.112138,575.523968,0,2.15E-05,0.00012876,0.031331593,0.5,12091.6854
61000421,0,185108,665261.8,,,367.999795,635.245663,817.59674,17.974725,1.00E-05,1.00E-05,0.008064516,2,
61000423,0,,,,,,,,,,,,,
61000424,0,,,,,,,,,,,,,
61000425,0,185017,664465,6100,43,28.184476,88.494376,332.708859,0,3.66E-05,0.000128139,0.020044543,1.333333333,12515.77379
61000426,0,184933.1,664297.6,6100,47.7,12.818386,44.600786,604.83573,0,6.07E-05,0.000151645,0.038745387,0.761904762,12162.89205
