locality_stat,Ages.65LiveAlone65_pcnt,Ages65.LiveInstM_pcnt,LaborForce.LaborForceY_pcnt,LaborForce.Wrk2008Y_pcnt,disabilities.hear5_pcnt,disabilities.see5_pcnt,disabilities.remember5_pcnt,disabilities.dress5_pcnt,disabilities.walk5_pcnt,durable_goods.Vehicle1up_pcnt,durable_goods.Vehicle2up_pcnt,households.hh0_17_pcnt,households.hh65_pcnt,households.size_avg,households.size1_pcnt,households.size2_pcnt,households.size3_pcnt,households.size4_pcnt,households.size5_pcnt,households.size6_pcnt,households.size7up_pcnt,households.size7up_pcnt,households.hh0_17_1_pcnt,households.hh0_17_2_pcnt,households.hh0_17_3_pcnt,households.hh0_17_4_pcnt,households.hh0_17_5_pcnt,demog_yishuv.age_0_14,demog_yishuv.age_15_19,demog_yishuv.age_20_29,demog_yishuv.age_30_64,demog_yishuv.age_65_up,income.medianWage,income.q1,income.q2,income.q3,income.q4,income.q5,income.q6,income.q7,income.q8,income.q9,income.q10,YISHUV,USAGE,METRO_ZONEcomm31,comm31,comm34,comm99
90000645,24.6,,78.7,97.1,1.3,,0.4,0.7,2.4,85,14.8,58.2,7.6,3.1,12.6,22.9,26.2,27.1,8,2.6,0.6,0.6,39.6,46.9,10.1,2.4,1,3000.0,400.0,1500.0,3500.0,200.0,78749,7.383419689,6.347150259,6.994818653,8.29015544,8.765112263,9.974093264,11.22625216,13.68739206,15.58721934,11.74438687,9000,1,31,0.402327723,0.078218138,0.519454138
3940001,,,72.7,100,3.6,,4.6,2.9,3,77.7,34.5,,,2.4,31.6,,,,,,,,,,,,,,,,,,74158,14.84716157,6.986899563,9.6069869,6.113537118,6.113537118,8.733624454,10.48034934,10.04366812,15.28384279,11.79039301,394,1,34,0.061587952,0.619732012,0.318680036
3950001,,,76,98.5,0.9,,3.6,0.5,1,67.3,9.7,,,2.3,29.2,,,,,,,,,,,,,,,,,,53482.5,15.53030303,10.60606061,8.333333333,9.090909091,7.954545455,6.818181818,9.848484848,12.5,11.74242424,7.575757576,395,1,34,0.156585663,0.558316418,0.28509792
3960001,,,64.6,98.1,1.2,,3.5,1.2,3.6,84.2,27.6,,,3.5,18.5,,,,,,,,,,,,,,,,,,66530,8.115942029,11.01449275,10.72463768,6.376811594,8.695652174,10.43478261,10.14492754,10.43478261,14.49275362,9.565217391,396,1,34,0.30750842,0.228993372,0.463498208
35980001,,,67.6,97.2,0.6,,0.6,1,3.4,81.1,31.8,,,3,26.8,,,,,,,,,,,,,,,,,,62369,10.67961165,9.708737864,8.737864078,7.766990291,11.65048544,8.737864078,14.5631068,8.737864078,13.59223301,5.825242718,598,1,34,0.073235915,0.55570035,0.371063735
6660001,37,21.6,59.9,99.7,1.7,0.2,1.1,0.8,1.8,90.2,47.2,37.4,33,2.9,15.3,34.8,14.9,17.1,14.3,2.5,1.1,1.1,33.3,39.1,23.7,1.7,2.2,1300.0,400.0,700.0,2900.0,1000.0,122314,7.8368356,6.971569839,5.611866502,5.760197775,5.043263288,5.587144623,6.52657602,9.048207664,14.43757726,33.17676143,666,1,34,0.348335903,0.12998408,0.521680017
7090001,16.5,,43.4,89.9,1.1,,,,0.6,31.8,,74.1,15.3,4.9,5.3,9.7,0.1,30.7,12.2,16.3,25.7,25.7,8.6,30.2,24.4,36.8,,1000.0,600.0,400.0,400.0,,37852.5,17.44791667,13.28125,14.58333333,10.41666667,8.333333333,7.03125,7.552083333,11.19791667,7.291666667,2.864583333,709,1,34,0.124706789,0.695671981,0.17962123
7360001,,,65.9,100,3.5,,,,0.3,91.5,25.5,,,3.7,6.2,,,,,,,,,,,,,,,,,,78537,10.12145749,6.275303644,7.894736842,7.489878543,7.085020243,9.91902834,13.76518219,14.57489879,13.76518219,9.109311741,736,1,34,0.299229399,0.36504748,0.33572312
7480001,,,91,94.8,,,3.8,,2.5,92.8,54.5,,,3.7,,,,,,,,,,,,,,,,,,,86198,7.883817427,5.809128631,6.639004149,7.468879668,7.468879668,8.298755187,12.86307054,12.03319502,18.25726141,13.2780083,748,1,34,0.230721902,0.407646167,0.361631932
7490001,,,61.8,91.1,0.4,,1.6,2,4.7,79.7,18.3,,,3.9,5.7,,,,,,,,,,,,,,,,,,59586,9.04109589,6.575342466,9.04109589,13.69863014,11.23287671,11.50684932,13.97260274,11.23287671,7.945205479,5.753424658,749,1,34,0.16670572,0.5410176,0.29227668
7500001,,,65.8,85.6,,,0.9,1.7,1.7,66.8,18.8,,,2.9,37.3,,,,,,,,,,,,,,,,,,63948,11.04972376,7.182320442,10.49723757,10.49723757,9.392265193,14.36464088,12.70718232,9.944751381,8.839779006,5.524861878,750,1,34,0.1996251,0.559747409,0.240627491
7620001,,,54.1,96.4,1.2,,1.7,3.6,4.3,80.9,13.7,,,3.8,7.6,,,,,,,,,,,,,,,,,,61237.5,8.938547486,8.659217877,9.217877095,7.541899441,12.84916201,10.33519553,15.08379888,11.45251397,11.73184358,4.189944134,762,1,34,0.076721503,0.60208361,0.321194887
7890001,,,60.9,97.3,3.3,,0.9,4.3,8.9,78.1,25,,,3.1,17.2,,,,,,,,,,,,,,,,,,60813,9.756097561,7.317073171,10.24390244,6.829268293,13.65853659,13.65853659,7.804878049,15.12195122,10.73170732,4.87804878,789,1,34,0.204787222,0.488890993,0.306321785
8490001,,,87.1,87.9,2,,,,,91.2,11.2,,,3.3,17.8,,,,,,,,,,,,,,,,,,61570,10.42944785,11.04294479,10.42944785,8.588957055,9.202453988,6.134969325,9.81595092,14.11042945,11.04294479,9.202453988,849,1,34,0.186298271,0.613775986,0.199925743
10540001,,,25.7,35.9,5,,5.5,5.9,5.1,,,,,,,,,,,,,,,,,,,2600.0,600.0,900.0,900.0,,46529,12.75899673,13.19520174,11.23227917,12.54089422,12.54089422,12.21374046,11.66848419,7.19738277,4.034896401,2.617230098,1054,1,34,0.257833651,0.368180384,0.373985965
10540002,,,30.9,34.1,1.1,,2.3,3.9,3.7,,,,,,,,,,,,,,,,,,,1200.0,200.0,600.0,500.0,,36269,14.28571429,17.46031746,14.05895692,13.37868481,10.20408163,12.47165533,7.256235828,4.988662132,4.308390023,1.587301587,1054,1,34,0.257833651,0.368180384,0.373985965
10540003,,,42.9,21.3,1.5,0.3,0.4,2.9,2.9,,,,,,,,,,,,,,,,,,,4100.0,800.0,600.0,1500.0,100.0,40226,14.95448635,15.47464239,13.13394018,11.31339402,11.18335501,11.70351105,8.582574772,6.89206762,3.250975293,3.511053316,1054,1,34,0.257833651,0.368180384,0.373985965
10600001,,,21.3,97,0.7,0.6,0.3,0.2,0.5,,,,,,,,,,,,,,,,,,,4900.0,1000.0,1200.0,1900.0,200.0,42007,13.0539499,14.35452794,14.01734104,12.47591522,11.41618497,10.64547206,9.922928709,6.888246628,5.154142582,2.071290944,1060,1,34,0.199508861,0.420669904,0.379821235
11610001,,,28.4,100,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,2100.0,600.0,600.0,900.0,,45797,10.40391677,15.05507956,14.6878825,10.28151775,10.28151775,12.85189718,11.01591187,8.812729498,4.52876377,2.080783354,1161,1,34,0.077533204,0.636821171,0.285645625
11610002,,,28.4,100,,,,0.2,0.7,,,,,,,,,,,,,,,,,,,2100.0,400.0,600.0,800.0,,36237.5,13.98809524,14.98015873,16.26984127,16.96428571,11.11111111,9.722222222,7.44047619,4.563492063,2.976190476,1.984126984,1161,1,34,0.077533204,0.636821171,0.285645625
11610003,,,24.4,100,0.3,,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,3200.0,800.0,800.0,1400.0,100.0,37802.5,15.56728232,14.57783641,14.37994723,13.39050132,12.07124011,9.696569921,6.794195251,7.783641161,3.957783641,1.781002639,1161,1,34,0.077533204,0.636821171,0.285645625
11610004,,,29.2,80.3,3.5,0.2,4.5,3.9,6.9,,,,,,,,,,,,,,,,,,,3600.0,800.0,900.0,1400.0,200.0,44207,13.018598,13.018598,12.44635193,13.59084406,14.16309013,11.01573677,7.868383405,7.725321888,5.007153076,2.145922747,1161,1,34,0.077533204,0.636821171,0.285645625
11610005,,,35.2,82.1,5.5,,7.2,4.2,8.7,,,,,,,,,,,,,,,,,,,1500.0,400.0,400.0,800.0,,47254,10.80745342,15.65217391,11.30434783,11.05590062,11.67701863,14.16149068,9.440993789,8.571428571,3.97515528,3.354037267,1161,1,34,0.077533204,0.636821171,0.285645625
11610006,,,36,92.2,0.7,0.1,0.2,0.4,0.7,,,,,,,,,,,,,,,,,,,1600.0,400.0,500.0,800.0,,39350,13.93323657,17.12626996,12.91727141,12.91727141,10.30478955,8.85341074,9.288824383,8.708272859,4.063860668,1.886792453,1161,1,34,0.077533204,0.636821171,0.285645625
11610007,,,28.7,89.9,1.9,,0.7,0.8,0.9,,,,,,,,,,,,,,,,,,,2800.0,600.0,1000.0,1300.0,200.0,32472,15.05078486,17.82086796,17.35918744,13.5734072,12.28070175,8.494921514,6.925207756,5.263157895,2.585410896,0.646352724,1161,1,34,0.077533204,0.636821171,0.285645625
11610008,,,42,95,0.8,0.5,1.7,1,2.1,,,,,,,,,,,,,,,,,,,1700.0,400.0,500.0,900.0,,43044,10.1758794,13.44221106,16.58291457,14.1959799,13.69346734,11.68341709,7.788944724,5.904522613,4.773869347,1.75879397,1161,1,34,0.077533204,0.636821171,0.285645625
11610009,,,34,97,0.4,0.3,0.7,0.4,0.4,,,,,,,,,,,,,,,,,,,2300.0,600.0,600.0,900.0,,39659.5,10.97883598,16.66666667,15.60846561,14.15343915,11.37566138,10.71428571,10.84656085,5.158730159,3.835978836,0.661375661,1161,1,34,0.077533204,0.636821171,0.285645625
11610010,,,26.4,81.3,0.8,0.7,0.7,0.7,3.2,,,,,,,,,,,,,,,,,,,1400.0,400.0,400.0,600.0,,36050,15.02504174,17.69616027,13.52253756,14.1903172,12.68781302,9.18196995,8.848080134,5.676126878,2.504173623,0.667779633,1161,1,34,0.077533204,0.636821171,0.285645625
11610011,,,30.8,100,0.2,0.4,0.1,0.4,0.7,,,,,,,,,,,,,,,,,,,2800.0,600.0,900.0,1300.0,200.0,42628,9.725906278,13.3510168,17.41821397,13.08576481,14.76569408,12.82051282,9.372236958,5.393457118,3.183023873,0.884173298,1161,1,34,0.077533204,0.636821171,0.285645625
11980001,,,87.7,100,1.1,,3.1,0.9,1.1,84.3,19.3,,,3.4,6.8,,,,,,,,,,,,,,,,,,62627,13.20754717,5.660377358,11.32075472,7.547169811,9.433962264,11.32075472,13.20754717,15.09433962,9.433962264,.,1198,1,34,0.23326197,0.409173479,0.357564552
12650001,,,62.1,98,,0.5,0.1,,0.9,99.5,23.8,,,6.6,,,,,,,,,,,,,,,,,,,30311,19.88950276,16.57458564,15.46961326,9.392265193,7.182320442,9.944751381,7.73480663,3.867403315,6.629834254,3.314917127,1265,1,34,0.040981677,0.75790706,0.201111263
12710001,5.1,,66.4,97.2,1.9,,0.2,0.1,0.5,95.6,56.5,63.9,10.7,3.9,3.6,17.1,17.8,25.5,23.5,10.6,2,2,35.3,34.7,25.8,4.2,,1500.0,600.0,800.0,2500.0,300.0,122165,9.340320592,5.949445129,5.856966708,5.024660912,4.531442663,4.963008631,7.274969174,9.586929716,15.90628853,31.56596794,1271,1,34,0.267109812,0.201633535,0.531256652
12860001,,,37.4,81.6,1.1,,2.5,1.9,2.7,,,,,,,,,,,,,,,,,,,3500.0,700.0,900.0,1700.0,100.0,38376,14.48028674,14.62365591,15.05376344,13.11827957,13.5483871,11.11111111,8.960573477,5.591397849,2.437275986,1.075268817,1286,1,34,0.191677081,0.391958605,0.416364314
13030001,,,17.9,96,0.4,0.1,0.4,0.8,0.7,,,,,,,,,,,,,,,,,,,8800.0,1600.0,2300.0,3000.0,200.0,48275,10.56949807,11.92084942,12.74131274,12.64478764,12.11389961,12.30694981,12.01737452,9.266409266,4.488416988,1.930501931,1303,1,34,0.217886391,0.411949416,0.370164194
13440001,,,94.6,100,0.7,,,,,91.2,50.3,,,4.3,2.2,,,,,,,,,,,,,,,,,,115877,3.883495146,3.883495146,.,4.854368932,4.854368932,10.67961165,10.67961165,16.50485437,22.33009709,20.38834951,1344,1,34,0.333664131,0.164639002,0.501696867
20600001,,,66,90.4,3.4,,1,2.3,1.7,77.2,23.5,,,3.3,10.2,,,,,,,,,,,,,,,,,,69687.5,9.375,6.25,7.8125,4.6875,12.5,14.0625,13.28125,10.15625,15.625,6.25,2060,1,34,0.231273114,0.436038127,0.332688759
20610001,,,63.5,99.1,4.2,,1.6,1.5,4.1,76.1,27.1,,,3.5,12.5,,,,,,,,,,,,,,,,,,69755,8.8,7.2,5.6,10.4,9.6,8.8,18.4,8,8.8,14.4,2061,1,34,0.164358905,0.531222098,0.304418997
20620001,,,68.2,99.2,0.5,,,,1,83.3,44.2,,,3.5,12.1,,,,,,,,,,,,,,,,,,70624,10.96774194,7.741935484,5.161290323,5.806451613,9.032258065,14.19354839,7.741935484,12.25806452,12.25806452,14.83870968,2062,1,34,0.301075766,0.28051278,0.418411454
