ParamVaried,wservice,eld_movef,svc_filter,Replicate,PopChange_E,PopChange_NE,PopPctChange_E,PopPctChange_NE,SAServiceAvg_E,SAServiceAvg_NE,SAServiceDelta_E,SAServiceDelta_NE,BldServiceAvg_E,BldServiceAvg_NE,BldServiceDelta_E,BldServiceDelta_NE,NormAssetsCity_Avg_E,NormAssetsCity_Avg_NE,NormAssetsCity_Delta_E,NormAssetsCity_Delta_NE,NormAssetsSA_Avg_E,NormAssetsSA_Avg_NE,NormAssetsSA_Delta_E,NormAssetsSA_Delta_NE,AttemptSA_Avg_E,AttemptSA_Avg_NE,AttemptSA_Delta_E,AttemptSA_Delta_NE,AttemptCity_Avg_E,AttemptCity_Avg_NE,AttemptCity_Delta_E,AttemptCity_Delta_NE,SuccessSA_Avg_E,SuccessSA_Avg_NE,SuccessSA_Delta_E,SuccessSA_Delta_NE,SuccessCity_Avg_E,SuccessCity_Avg_NE,SuccessCity_Delta_E,SuccessCity_Delta_NE
svc_filter_full_factorial,0,0.25,1,4,-104,-478,-2.57425742574257,-1.49421694279462,2.4135548280591,0.609380030612677,0.970867559029952,1.13912098304113,0.873155583047006,0.853050055212567,1.19390791730664,1.12854325780676,998.95194876164,1374.08338041464,-4582,-1432.14285714286,31.7864387733344,107.40975315715,-54.9688346883469,0,0.00233425129381689,0.00241058712029952,0,-1.47911489764525e-05,0.00193637517497449,0.00196651145535409,0,0.000225456816006462,0.260745395017402,0.334098909606601,-0.350948509485095,0,0.433935370749266,0.594370164241961,-1,-0.428571428571429
svc_filter_full_factorial,0,0.25,1,5,-70,-476,-1.73267326732673,-1.48773245819659,2.36369964555848,0.570176440151964,0.871509821590812,1.04443312215366,0.84490488435338,0.810066872419723,1.1479780361935,1.05986349729429,836.061997417072,1428.50914311319,-4622,-2689,46.0595410999257,76.0902989152479,0,0,0.00221606590852413,0.00241801125793752,0,-1.56936597614564e-05,0.00182512705288323,0.00195729189663865,0,0.000130211658747859,0.187015228361382,0.327123327004428,0,0,0.374860685974413,0.586922772345412,-1,-0.857142857142857
svc_filter_full_factorial,0,0.25,1,6,-68,-438,-1.68275179411037,-1.36922066960518,2.39354405929777,0.581976482373572,0.90149557853989,1.06383115820612,0.854458631217993,0.817330342377555,1.16283907830955,1.06898577549864,1199.62726089369,1451.48831530407,-2130.5,-1818,48.0636589600875,110.498001997187,-51.9166666666667,0,0.00224376112099382,0.00240689864829058,0,-7.78866124126314e-05,0.00181976028305452,0.00193389788738594,0,0.000128080777791137,0.253844185371279,0.328853718451325,-0.344827586206897,0,0.592308428967985,0.618194690658652,-0.5,-0.666666666666667
svc_filter_full_factorial,0,0.25,1,7,-83,-427,-2.05394704281119,-1.33462524223292,2.37417711632714,0.580144768050849,0.874051419794862,1.05298417920877,0.837471909781254,0.806265100537731,1.13958256646643,1.05337599643275,696.538120097519,1467.96552881842,-2431,-1728.5,80.9226179978502,98.5815767965005,-61.076813655761,-1.5,0.00214242571255862,0.00238075958378798,0,-7.54585558393313e-05,0.00171715324606308,0.0018752734071785,0,0.000255965961749104,0.244853611649277,0.320814584563167,-0.366998577524893,-0.5,0.463592973405884,0.600336414787784,-1,-0.666666666666667
svc_filter_full_factorial,0,0.25,1,8,-57,-474,-1.41019297377536,-1.48143517939742,2.37307203802097,0.572538280079042,0.857991037965445,1.03349955097182,0.845091134823677,0.804493215960757,1.14514223934318,1.04353603181426,1510.13373373444,1389.5254860527,-480,-2344.75,27.3311359570662,94.1518765198731,0,-615,0.00217019862495496,0.00239130381928861,0,-4.38827453045463e-05,0.00176604724008738,0.00192806890570373,0,0.000128775376155571,0.131529516994633,0.329153141641063,0,-1,0.56333043985549,0.598042539077367,-1,-0.75
svc_filter_full_factorial,0,0.25,1,9,-92,-463,-2.27722772277228,-1.44714633993874,2.37596822497054,0.564770361428897,0.861362240263076,1.01617436816735,0.829316753117738,0.794434054278734,1.12271019362458,1.03239675701465,669.486081767695,1429.27407393779,-2525,-4412.5,27.4538130950592,106.863604167832,-44.6148255813954,0,0.00221198656489301,0.00237701608595459,0,-1.45585837409737e-05,0.0018632375325303,0.00194560155529067,0.000253292806484296,0.00041504642353228,0.137300756481166,0.372464994394144,-0.324127906976744,0,0.43976667060538,0.612461000930999,-1,-1
svc_filter_full_factorial,0,0.25,1,10,-96,-407,-2.37564959168523,-1.27231235737285,2.37585043603013,0.573994117660355,0.875284117281383,1.03958683502484,0.842560520912848,0.805630487460319,1.14314028827245,1.05262749407337,933.380631517413,1368.70275575553,-4574,-3838.5,14.4615992817016,61.5472736385098,0,0,0.00218233508771652,0.0024159649217072,0,0,0.00182120950979738,0.00194080020851303,0.000253485424588086,0.000160735189077398,0.245180205947233,0.273107311327526,0,0,0.531709293259978,0.602148170547385,-1,-1
svc_filter_full_factorial,0,0.5,0,1,-75,-554,-1.85597624350408,-1.73162879379864,2.38264220134661,0.569864496522615,0.887367891264648,1.03215729175401,0.843703812265678,0.802973096291243,1.1470218788004,1.04625040019105,700.935172175006,1333.46399943578,0,-2742.85714285714,49.499725806157,71.5912145921954,0,-151.666666666667,0.00217046071429395,0.00240877085329064,0,-4.13328159818696e-05,0.00160858596831228,0.00196795189543032,0.00100857286938981,3.56631577202171e-05,0.244593546737279,0.306435799156829,0,-0.333333333333333,0.455976810513539,0.591647220710105,0,-1
svc_filter_full_factorial,0,0.5,0,2,-102,-460,-2.52475247524752,-1.43808422171507,2.37720146364898,0.573630517164497,0.867718717313342,1.04017987070509,0.837312272183297,0.80599079106845,1.12786435028891,1.04769572030879,1017.06707245647,1445.42139661167,-3058,-215.833333333333,68.6034139349184,76.3088685019056,-14,0,0.00218863486251457,0.00237209321141165,0,0,0.00162508442957242,0.00194028778289597,0,9.78933946554669e-05,0.325457292667307,0.292892278411351,-1,0,0.46556723486447,0.60688857041394,-1,-0.333333333333333
svc_filter_full_factorial,0,0.5,0,3,-69,-497,-1.70834364941817,-1.55331916489561,2.37822518817279,0.5744223586301,0.862346787802934,1.04255495910464,0.837588350755833,0.80968692223569,1.13712120882039,1.06007471373068,816.772681511287,1380.26972382404,-2805.5,-2879.2,81.6302359479021,95.6224887169623,0,0,0.00222698673419418,0.00236213885311284,-0.000385226275987957,-0.000143000143000143,0.00159036193845343,0.00193239770193526,-0.000990344144590245,0.000161200862193872,0.316110990215517,0.299229026058614,0,0,0.587179749885126,0.606282567044563,-0.75,-1
