wservice,wservice_old,rep_mean,rep_std,svc_old_old_movers_mean,svc_old_old_movers_std,svc_young_old_movers_mean,svc_young_old_movers_std,svc_non_elderly_movers_mean,svc_non_elderly_movers_std
0.5,1.0,4.5,2.449489742783178,0.6548571002725173,0.02613584729189606,0.633657155839316,0.03411550589649589,0.6358465457354835,0.01769278717721894
0.5,1.5,4.5,2.449489742783178,0.6834675259302402,0.028415318814587663,0.6502658562663448,0.024396414552690034,0.6498513078908955,0.015383716238167183
0.75,1.0,4.5,2.449489742783178,0.6710899178951606,0.016732039904156514,0.6562754939118454,0.02696138852369061,0.6473201149746748,0.014939762311018626
0.75,1.5,4.5,2.449489742783178,0.6897094797981882,0.03197600718756235,0.6647684827757017,0.02594329126717183,0.646534770163494,0.011552993142636421
1.0,1.0,4.5,2.449489742783178,0.6458126980600821,0.03243664052984711,0.6672107510533554,0.025145686979445175,0.6519722989297551,0.01862278983567075
1.0,1.5,4.5,2.449489742783178,0.677737185608039,0.03157902305972214,0.6750815724020368,0.03317799065583493,0.6464394874136361,0.016583938749707112
1.5,1.0,4.5,2.449489742783178,0.6465308836112089,0.026792793738835884,0.7076618170560517,0.026268735355013537,0.644198875889103,0.0133146981935003
1.5,1.5,4.5,2.449489742783178,0.6863387947824867,0.024242748634873783,0.7183698821567212,0.024142069642016845,0.6360672921500041,0.012149053223964435
