ParamVaried,wservice,eld_movef,svc_filter,Replicate,PopChange_E,PopChange_NE,SAServiceAvg_E,SAServiceAvg_NE,SAServiceDelta_E,SAServiceDelta_NE,BldServiceAvg_E,BldServiceAvg_NE,BldServiceDelta_E,BldServiceDelta_NE,NormAssetsCity_Avg_E,NormAssetsCity_Avg_NE,NormAssetsCity_Delta_E,NormAssetsCity_Delta_NE,NormAssetsSA_Avg_E,NormAssetsSA_Avg_NE,NormAssetsSA_Delta_E,NormAssetsSA_Delta_NE,AttemptSA_Avg_E,AttemptSA_Avg_NE,AttemptSA_Delta_E,AttemptSA_Delta_NE,AttemptCity_Avg_E,AttemptCity_Avg_NE,AttemptCity_Delta_E,AttemptCity_Delta_NE,SuccessSA_Avg_E,SuccessSA_Avg_NE,SuccessSA_Delta_E,SuccessSA_Delta_NE,SuccessCity_Avg_E,SuccessCity_Avg_NE,SuccessCity_Delta_E,SuccessCity_Delta_NE
eld_movef,0,1,0,4,-82,-368,2.37945042601359,0.561909489984732,0.839156361046252,0.987858746375097,0.839309132569297,0.811894247447113,1.08365389232609,1.00803643131,1159.34200463719,1358.44242638312,NaN,-2184.14285714286,49.874493093469,96.8619659606267,NaN,NaN,0.00218682316474777,0.00234297492407352,0,0,0.00155311094790417,0.00182913352805966,-0.000247586036147561,-0.000155551916253064,0.346882334532937,0.351149497020806,NaN,NaN,0.572775191026818,0.57729352304737,NaN,-0.714285714285714
eld_movef,0,1,0,5,-90,-421,2.37590838601039,0.577464882418134,0.844434801135054,1.02748775170747,0.875041040769418,0.834834997349196,1.13617349639254,1.04370932006605,998.747948852856,1379.41135020754,NaN,-2459.42857142857,83.720162057204,87.0970340770928,NaN,-456,0.00222154514399443,0.00240497612387993,0,-1.47793443882829e-05,0.0017298057821281,0.0019054946516034,0.000253036437246964,2.91794927633819e-06,0.302881175133007,0.382131404185485,NaN,-1,0.566470560099488,0.601010477032373,NaN,-1
svc_filter,0,1,0,1,-97,-450,2.38128967285728,0.580726973286896,0.859982839826975,1.03924457862062,0.859368820891344,0.828305169030199,1.11994750544713,1.03807759099063,1014.39393228055,1326.75826658648,NaN,-2761.11111111111,68.2305088517505,77.0833445057005,NaN,-160,0.00216958543916644,0.00241548356295134,0,-3.25990304224335e-05,0.00170089730305883,0.00191403508561957,-0.000247463499133878,4.01426870920625e-06,0.278236872153644,0.347972139989263,NaN,-0.333333333333333,0.626542080767433,0.58512550758444,NaN,-0.777777777777778
svc_filter,0,1,0,2,-100,-366,2.4011994755088,0.591364906188136,0.910422957045825,1.06625109250072,0.853375553662855,0.842835642076455,1.11185167900147,1.06442960329013,821.045427026226,1299.08723320677,NaN,-3478,42.788201610344,61.6072195760598,NaN,NaN,0.00223990050527472,0.00240250785686274,-6.97495989398061e-05,0,0.00176918197779339,0.00185759572283894,-0.000495049504950495,0.000222415025373941,0.297826996020773,0.346181990238966,NaN,NaN,0.549624716486315,0.579612940268659,NaN,-1
svc_filter,0,1,0,3,-88,-418,2.37839382641177,0.575945048893026,0.832856511248809,1.02155409428409,0.869009393799464,0.829846703279461,1.12729754977337,1.03334773679045,980.013208156223,1329.78233135055,0,-1279.07692307692,75.5532182708883,93.0832326519268,NaN,0,0.0021472316828294,0.00244539560033721,0,-3.88407046460014e-05,0.00168171022734546,0.0019272590284348,5.51444474335242e-06,-0.000152983236524821,0.364146237327717,0.375831286418881,NaN,0,0.535226415741122,0.593752193756383,0,-0.538461538461538
svc_filter,0,1,0,4,-106,-459,2.37941357265109,0.566756879871327,0.839245665010311,1.00098039515896,0.841947284531203,0.823301157060996,1.08725500077281,1.02802533787867,913.154072530565,1377.60956370258,-1097,-2073.66666666667,51.6498039800336,68.1308820347281,NaN,0,0.00219141970377803,0.00237569333305102,0,-1.32796834123475e-05,0.00165955175358642,0.00191264195771042,0.000260795713064343,4.09623876078749e-06,0.313632774538387,0.362762398599894,NaN,0,0.555303299519717,0.598233053910678,-1,-0.666666666666667
svc_filter,0,1,0,5,-95,-428,2.39353431729721,0.581538335170713,0.88098846723335,1.04108197757351,0.871152448038776,0.838126136984209,1.13576581275498,1.04930883199534,1101.66350403862,1322.60085443745,NaN,-2055.90909090909,73.3012656397386,67.2048367496559,NaN,0,0.00219488878268903,0.00243007930080983,0,-8.59692459344919e-05,0.00169714815346877,0.0018991076978194,0,4.66262365894692e-06,0.314944492975446,0.332237928154268,NaN,0,0.571177496498692,0.585852988377541,NaN,-0.818181818181818
svc_filter,0,1,1,1,-98,-389,2.36575036896035,0.572918889186491,0.835524318135494,1.01087945074111,0.851598728169455,0.819620327111337,1.10644032395765,1.02150025037481,1097.52490871571,1359.55945734331,-1460.5,-2643.125,57.0807761420969,62.6490977843667,NaN,0,0.00218100280513371,0.00237342546635426,0,-1.43443210832831e-05,0.00192908312405212,0.00184588145689273,0.000265915000210561,9.80025084828529e-05,0.268588591701799,0.32913583467292,NaN,0,0.574754680998613,0.585046435774934,-0.5,-0.75
svc_filter,0,1,1,2,-129,-355,2.40499352814801,0.582182957647308,0.89740696530387,1.04579809553032,0.863707711801102,0.839468329696774,1.12671968745987,1.05553136862539,799.496260989233,1362.32112832075,0,-3243.5,52.5168874809401,59.2428400712729,NaN,0,0.00249603594734866,0.00238391223955415,0,-1.72505994583312e-05,0.00197713563895127,0.00184026829291756,8.1684395557635e-06,0.000128538709257711,0.258721816517759,0.290599819777158,NaN,0,0.510263958203369,0.587217915671949,0,-0.833333333333333
svc_filter,0,1,1,3,-114,-464,2.39778455183006,0.581918855825106,0.891778013809725,1.04349571619439,0.872268191192772,0.83430118475559,1.14455163912207,1.04673169497437,979.08311546841,1420.61291020775,-228,-3217.8,40.6508359095048,70.0822124923382,NaN,-481,0.00232431436071591,0.00244758326837125,-0.00168350168350168,-1.80404466814598e-05,0.00198571990572839,0.00189872410141304,-0.000240337329708518,6.57293244710062e-05,0.262142960471938,0.351026300033041,NaN,-1,0.534229000242072,0.585953860306255,-0.5,-1
svc_filter,0,1,1,4,-117,-364,2.38284500341012,0.570819171816182,0.841712935586905,1.00342357999187,0.843381776538793,0.82173857374531,1.0896777270221,1.02473053074428,878.78356534266,1453.09734715816,NaN,-4574.5,46.9048292800301,66.5051854906209,NaN,0,0.00220910192487554,0.0023847922286823,0,-5.42008404043132e-05,0.00188762152330908,0.00182585013355731,0.000764525993883792,0.000159511463769277,0.265372362068617,0.339967359511079,NaN,0,0.518423492131969,0.588964798993946,NaN,-1
svc_filter,0,1,1,5,-114,-431,2.39163544243039,0.577432975780706,0.890927366415592,1.04242900856661,0.874140411141976,0.837825643026756,1.14406540766844,1.05591444389556,1183.88822783136,1272.53507836384,-2687.5,-1554.5,22.4367602413648,78.2585963041093,NaN,NaN,0.00222386813741349,0.00241025680935589,0,0,0.00195260620890636,0.00186993225054129,1.43748455334581e-05,-0.000155018103159138,0.275386538694434,0.33603955610041,NaN,NaN,0.553717779753897,0.579387502641103,-1,-0.625
