locality_stat,Ages.65LiveAlone65_pcnt,Ages65.LiveInstM_pcnt,LaborForce.LaborForceY_pcnt,LaborForce.Wrk2008Y_pcnt,disabilities.hear5_pcnt,disabilities.see5_pcnt,disabilities.remember5_pcnt,disabilities.dress5_pcnt,disabilities.walk5_pcnt,durable_goods.Vehicle1up_pcnt,durable_goods.Vehicle2up_pcnt,households.hh0_17_pcnt,households.hh65_pcnt,households.size_avg,households.size1_pcnt,households.size2_pcnt,households.size3_pcnt,households.size4_pcnt,households.size5_pcnt,households.size6_pcnt,households.size7up_pcnt,households.size7up_pcnt.1,households.hh0_17_1_pcnt,households.hh0_17_2_pcnt,households.hh0_17_3_pcnt,households.hh0_17_4_pcnt,households.hh0_17_5_pcnt,demog_yishuv.age_0_14,demog_yishuv.age_15_19,demog_yishuv.age_20_29,demog_yishuv.age_30_64,demog_yishuv.age_65_up,income.medianWage,income.q1,income.q2,income.q3,income.q4,income.q5,income.q6,income.q7,income.q8,income.q9,income.q10,YISHUV,USAGE,METRO_ZONEcomm31,comm31,comm34,comm99
30001516,0,0,68.8,82.55,2.9,0.9,0.5,0.0,2.0,93.1,41.8,32.8,45.7,2.4,35.4,29.0,10.9,12.3,6.7,4.1,1.5,,23.5,47.2,14.2,10.6,4.6,175.0,62.0,82.0,285.0,171.0,157700,6.6,10.5,6.1,2.9,7.9,10.7,5.7,18.4,14.7,16.5,ירושלים,1,31,,,0.316
30001611,0,0,66.6,93.65,1.0,0.4,0.8,1.8,3.1,73.5,27.1,41.4,23.7,3.3,25.9,25.9,23.1,11.5,25.9,8.7,8.7,,23.8,27.0,11.8,19.1,18.2,,,,,,99400,23.62362362,6.206206206,6.106106106,9.009009009,7.407407407,6.806806807,13.41341341,12.01201201,11.11111111,4.304304304,ירושלים,1,31,,,0.079
30001612,0,0,66.6,93.65,1.0,0.4,0.8,1.8,3.1,73.5,27.1,41.4,23.7,3.3,25.9,25.9,23.1,11.5,25.9,8.7,8.7,,23.8,27.0,11.8,19.1,18.2,,,,,,99400,23.62362362,6.206206206,6.106106106,9.009009009,7.407407407,6.806806807,13.41341341,12.01201201,11.11111111,4.304304304,ירושלים,1,31,,,0.079
30001613,0,0,66.6,93.65,1.0,0.4,0.8,1.8,3.1,73.5,27.1,41.4,23.7,3.3,25.9,23.1,12.0,11.5,10.4,8.7,8.5,,23.8,27.0,11.8,19.1,18.2,865.0,353.0,523.0,758.0,260.0,99400,23.62362362,6.206206206,6.106106106,9.009009009,7.407407407,6.806806807,13.41341341,12.01201201,11.11111111,4.304304304,ירושלים,1,31,,,0.079
30001614,0,0,69.3,90.4,2.8,1.8,1.6,1.8,4.6,77.0,27.3,47.4,24.1,3.7,15.1,25.5,11.0,12.4,15.1,8.0,13.0,,19.6,24.9,26.0,12.1,17.4,1116.0,337.0,577.0,1222.0,377.0,97800,13.4,8.6,9.1,12.4,10.4,8.4,11.2,10.0,8.1,8.4,ירושלים,1,31,,,0.165
30001615,0,0,69.7,87.75,0.7,0.8,1.5,1.0,2.4,82.9,40.3,63.5,18.9,4.3,11.8,15.0,10.8,14.3,21.8,12.6,13.8,,18.4,21.4,27.9,16.7,15.7,1435.0,478.0,565.0,1331.0,303.0,119200,11.11111111,9.50950951,6.106106106,5.905905906,10.71071071,10.71071071,10.01001001,15.81581582,12.51251251,7.607607608,ירושלים,1,31,,,0.083
30001616,0,0,71.5,88.55,0.0,0.0,0.0,0.0,0.0,82.0,45.7,54.4,23.0,3.8,15.3,20.0,12.6,13.4,18.5,9.7,10.4,,27.4,23.5,23.1,12.7,13.3,1920.0,647.0,860.0,2098.0,600.0,110800,10.7,10.8,8.1,9.6,7.9,9.1,13.8,12.6,11.6,5.8,ירושלים,1,31,,,0.072
30001711,0,0,54.0,87.5,0.8,1.5,2.6,2.5,4.7,62.5,15.3,50.9,27.4,3.5,5.5,39.8,15.2,10.9,11.0,9.6,8.0,,31.1,30.0,15.3,9.9,13.7,957.0,443.0,855.0,848.0,571.0,82400,16.1,13.8,13.0,8.0,8.1,9.7,10.3,6.8,8.4,5.8,ירושלים,1,31,,,0.089
30001714,0,0,45.2,85.25,1.2,1.4,1.1,1.4,3.7,44.6,5.8,50.9,31.2,3.9,16.2,30.2,10.0,6.4,7.8,10.7,18.7,,23.6,11.3,13.1,18.8,33.2,1854.0,535.0,754.0,1131.0,840.0,78500,17.98201798,13.78621379,11.78821179,10.18981019,8.091908092,9.99000999,12.18781219,4.395604396,5.994005994,5.594405594,ירושלים,1,31,,,0.104
30001721,0,0,62.8,83.0,1.5,0.2,1.0,3.8,4.9,80.8,36.0,34.6,39.1,2.8,24.0,29.2,17.6,13.9,10.0,2.9,2.3,,46.1,24.7,20.5,5.6,3.1,416.0,185.0,326.0,768.0,450.0,124100,14.3,4.7,11.0,8.9,4.8,9.4,8.4,11.7,15.1,11.7,ירושלים,1,31,,,0.14
30001722,0,0,59.3,82.9,0.7,1.5,2.6,1.5,4.0,81.4,28.0,39.2,39.8,2.8,23.7,31.7,13.8,16.0,6.3,7.2,1.3,,33.0,31.7,13.6,18.5,3.3,651.0,133.0,341.0,840.0,623.0,115900,10.48951049,8.591408591,9.79020979,12.48751249,5.994005994,6.993006993,10.98901099,11.38861139,15.58441558,7.692307692,ירושלים,1,31,,,0.104
30001723,0,0,60.7,84.7,2.2,2.3,2.0,2.3,3.7,83.3,36.0,40.9,37.8,3.2,14.7,38.2,11.4,9.3,11.5,7.8,7.0,,30.7,23.0,21.9,12.3,12.1,980.0,361.0,447.0,1122.0,684.0,126300,9.3,7.3,6.7,8.2,7.4,11.9,9.4,10.6,11.2,18.0,ירושלים,1,31,,,0.128
30001812,0,0,63.1,79.9,2.0,2.5,2.3,3.9,5.1,63.5,20.1,32.7,38.5,2.5,32.6,32.6,11.3,10.2,8.2,3.8,1.2,,36.3,31.9,19.1,9.6,3.1,1109.0,332.0,602.0,1819.0,998.0,112900,12.18781219,5.794205794,9.190809191,11.48851149,8.691308691,13.38661339,9.190809191,11.28871129,11.68831169,7.092907093,ירושלים,1,31,,,0.068
30001814,0,0,66.1,81.65,0.5,1.8,1.3,1.6,3.2,83.4,34.8,37.0,37.1,2.8,23.7,33.4,10.3,13.8,11.0,5.0,2.7,,27.7,33.4,23.5,10.5,5.0,1124.0,382.0,564.0,1641.0,921.0,142400,9.409409409,7.407407407,6.506506507,8.208208208,6.506506507,5.305305305,14.41441441,9.70970971,18.81881882,13.71371371,ירושלים,1,31,,,0.096
30001816,0,0,70.8,89.85,0.0,1.9,3.5,1.9,6.6,61.5,23.9,47.2,29.8,3.0,25.0,26.5,11.2,13.6,14.4,4.8,4.4,,33.9,25.3,25.1,10.0,5.7,364.0,81.0,186.0,425.0,172.0,118400,11.31131131,7.607607608,8.708708709,9.309309309,11.91191191,3.103103103,8.108108108,12.21221221,16.71671672,11.01101101,ירושלים,1,31,,,0.122
30001817,0,0,58.8,82.15,1.9,0.7,2.7,0.5,1.8,67.3,19.1,43.5,34.3,3.1,19.5,29.6,14.6,15.1,8.7,10.2,2.3,,26.2,29.2,18.8,22.9,2.9,,,,,,135800,12.1,6.6,8.6,9.7,4.7,6.6,13.5,12.7,13.9,11.6,ירושלים,1,31,,,0.148
30001818,0,0,58.8,82.15,1.9,0.7,2.7,0.5,1.8,67.3,19.1,43.5,34.3,3.1,19.5,29.6,14.6,15.1,8.7,10.2,2.3,,26.2,29.2,18.8,22.9,2.9,718.0,190.0,416.0,1015.0,672.0,135800,12.1,6.6,8.6,9.7,4.7,6.6,13.5,12.7,13.9,11.6,ירושלים,1,31,,,0.148
30001822,0,0,69.1,85.95,2.6,3.4,2.7,3.2,8.3,66.3,24.2,31.2,33.5,2.5,32.0,26.0,16.1,12.6,10.4,1.6,1.4,,33.1,36.0,22.6,4.8,3.5,500.0,145.0,237.0,856.0,486.0,101200,12.5,11.3,11.6,7.8,8.2,5.5,10.7,13.2,10.1,9.1,ירושלים,1,31,,,0.062
30001824,0,0,62.0,89.05,1.2,1.3,5.0,6.4,11.8,58.4,13.5,39.3,35.2,2.7,26.8,30.5,14.1,16.2,6.2,4.4,1.8,,34.8,40.4,12.0,8.9,3.9,561.0,173.0,267.0,902.0,738.0,96700,8.8,13.3,12.1,8.2,14.9,12.8,11.6,9.5,6.6,2.2,ירושלים,1,31,,,0.089
30001914,0,0,69.0,88.45,2.3,4.0,3.6,3.2,7.5,80.8,30.8,32.2,37.5,2.8,26.7,30.5,12.5,12.5,10.3,3.9,3.7,,31.9,26.3,23.0,11.6,7.3,1100.0,297.0,661.0,1590.0,916.0,104900,6.7,10.5,10.8,13.5,8.4,10.5,9.8,13.3,10.3,6.2,ירושלים,1,31,,,0.082
30001923,0,0,74.3,92.35,1.2,2.4,2.6,1.9,3.1,76.8,29.3,37.9,27.1,3.0,24.4,30.3,11.6,11.1,12.1,5.8,4.7,,23.6,32.2,24.5,11.5,8.1,766.0,168.0,388.0,1186.0,347.0,101400,7.4,11.0,10.7,8.3,13.6,11.4,11.5,10.4,12.6,3.1,ירושלים,1,31,,,0.12
30002512,0,0,48.7,86.5,1.5,1.1,1.8,2.3,7.5,54.7,9.9,42.7,38.5,3.4,30.2,17.2,10.2,10.2,12.1,8.4,11.8,,19.6,24.4,20.3,18.1,17.6,958.0,362.0,647.0,907.0,362.0,66000,18.0,13.8,17.5,11.3,7.4,5.1,6.3,6.5,11.3,2.8,ירושלים,1,31,,,0.163
30002513,0,0,47.4,91.25,0.7,1.3,0.9,0.9,3.2,53.5,9.4,53.6,26.4,4.1,3.4,29.2,15.2,18.8,11.4,7.7,14.3,,30.3,25.2,14.4,7.5,22.5,897.0,247.0,515.0,875.0,239.0,63000,14.0,17.3,20.9,19.9,4.9,9.0,3.7,2.4,3.2,4.7,ירושלים,1,31,,,0.084
